업종명,업소명,영업자,소재지(도로명),소재지(지번)
일반음식점,한방삼계탕,유성림,경기도 포천시 소흘읍 송우로186번길 38-3,경기도 포천시 소흘읍 송우리 606번지 2호  
일반음식점,음현가든,전영숙,경기도 포천시 내촌면 금강로 2083,경기도 포천시 내촌면 음현리 579번지 13호  
일반음식점,백운이동갈비,신승아,경기도 포천시 이동면 포화로 188-38,경기도 포천시 이동면 도평리 43번지  
일반음식점,파파스돈까스,이현주,경기도 포천시 일동면 화동로1051번길 12,경기도 포천시 일동면 기산리 91번지 140호  
일반음식점,초원식당,오영길, ,경기도 포천시 자작동 554번지  
일반음식점,깐돌네통닭,김정애,경기도 포천시 가산면 가산로 195,경기도 포천시 가산면 방축리 132번지 6호  
일반음식점,아방궁,김정기,경기도 포천시 소흘읍 솔모루로109번길 2,경기도 포천시 소흘읍 송우리 223번지 18호  
일반음식점,서울식당,김미순,경기도 포천시 소흘읍 솔모루로58번길 14-1,경기도 포천시 소흘읍 송우리 142번지 10호  
일반음식점,황제,윤영희,경기도 포천시 중앙로110번길 14 (신읍동),경기도 포천시 신읍동 23번지 3호  
일반음식점,본전게장무한리필,이혜주,경기도 포천시 호국로 1252 (자작동),경기도 포천시 자작동 11번지 7호  
일반음식점,매바도불닭발,최덕희,경기도 포천시 삼육사로 2248 (선단동),경기도 포천시 선단동 534번지 4호  
일반음식점,달뜰이식당,김종숙,경기도 포천시 호국로 997 (선단동),경기도 포천시 선단동 52번지 1호  
일반음식점,명품왕족발,전정임,경기도 포천시 포천로1585번길 4-2 (신읍동),경기도 포천시 신읍동 175번지 21호  
일반음식점,호수레스토랑,전영희,경기도 포천시 영북면 산정호수로411번길 102-46,경기도 포천시 영북면 산정리 산 23번지 11호  
일반음식점,피노키오치킨,임옥화,경기도 포천시 영북면 영북로 167 (지면과 접하는 2층),경기도 포천시 영북면 운천리 511번지 29호  
일반음식점,산수야식당,배영숙,경기도 포천시 영북면 산정호수로322번길 1,경기도 포천시 영북면 산정리 517번지 9호  
일반음식점,산안식당,이성범,경기도 포천시 영북면 산정호수로 849-20,경기도 포천시 영북면 산정리 294번지 1호  
일반음식점,다미,문정희,경기도 포천시 영북면 영북로177번길 16-6,경기도 포천시 영북면 운천리 506번지 17호  
일반음식점,북쟁이,원영배,경기도 포천시 가산면 가산로 329,경기도 포천시 가산면 마산리 402번지 1호 외2필지 
일반음식점,풍경갈비,김혜진,경기도 포천시 이동면 포화로 236-24,경기도 포천시 이동면 도평리 35번지  
일반음식점,약수탕식당,최정애,경기도 포천시 이동면 포화로 115-1,경기도 포천시 이동면 도평리 산 75번지  
일반음식점,반석갈비,최태옥, ,경기도 포천시 이동면 도평리 19번지  
일반음식점,전원,조대용,경기도 포천시 이동면 포화로 188-42,경기도 포천시 이동면 도평리 산 78번지 5호  
일반음식점,고향산천식당,최인수,경기도 포천시 이동면 포화로 159,경기도 포천시 이동면 도평리 49번지  
일반음식점,영민네산장식당,김경자,경기도 포천시 이동면 포화로 369,경기도 포천시 이동면 도평리 17번지  
일반음식점,사심지식당,임양근,경기도 포천시 이동면 포화로 369,경기도 포천시 이동면 도평리 17번지  
일반음식점,청솔식당,장나부, ,경기도 포천시 이동면 도평리 산 75번지  
일반음식점,폭포수산장,이영숙,경기도 포천시 이동면 포화로 172,경기도 포천시 이동면 도평리 47번지  
일반음식점,청수장,정연월,경기도 포천시 이동면 포화로 88,경기도 포천시 이동면 도평리 58번지 2호  
일반음식점,유나인,이금자,경기도 포천시 일동면 기산서길 4-1,경기도 포천시 일동면 기산리 91번지 63호  
일반음식점,쿡스차이나(cook's china),이선국,경기도 포천시 일동면 화동로1067번길 4,경기도 포천시 일동면 기산리 91번지 32호  
일반음식점,육회본가,이윤경,경기도 포천시 일동면 화동로1051번길 7,경기도 포천시 일동면 기산리 90번지 102호  
일반음식점,황토백운장,최동옥,경기도 포천시 일동면 화동로 1026,경기도 포천시 일동면 기산리 286번지 4호  
일반음식점,종이시계,김미녀,경기도 포천시 일동면 화동로1042번길 5,경기도 포천시 일동면 기산리 85번지 30호  
일반음식점,할머니순두부,이영자,경기도 포천시 영중면 성장로 187,경기도 포천시 영중면 성동리 137번지 6호  
일반음식점,오두막식당,김윤례,경기도 포천시 영중면 호국로 2671,경기도 포천시 영중면 금주리 695번지 1호  
일반음식점,또래오래 피자캐리어,김태임,경기도 포천시 영중면 양문로 79,경기도 포천시 영중면 양문리 800번지 4호  
일반음식점,연승원,김용기,경기도 포천시 소흘읍 호국로 489,경기도 포천시 소흘읍 이동교리 131번지 1호  
일반음식점,영자 제주몽生고기,김종임 외 1명,경기도 포천시 소흘읍 솔모루로92번길 15,경기도 포천시 소흘읍 송우리 110번지 19호  
일반음식점,똘이네,이수연,경기도 포천시 소흘읍 솔모루로92번길 8,경기도 포천시 소흘읍 송우리 110번지 57호  
일반음식점,전원식당,이정실,경기도 포천시 소흘읍 광릉수목원로779번길 18-40,경기도 포천시 소흘읍 이곡리 109번지 3호  
일반음식점,팔야촌,김복현,경기도 포천시 내촌면 금강로 2119-64,경기도 포천시 내촌면 음현리 612번지 1호  
일반음식점,은석식당,김화영,경기도 포천시 영북면 운천로 50,경기도 포천시 영북면 운천리 523번지 17호  
일반음식점,한림각,김나래,경기도 포천시 영북면 산정호수로411번길 83-23,경기도 포천시 영북면 산정리 192번지 2호  
일반음식점,산청골,김금자,경기도 포천시 영북면 산정호수로411번길 15-4,경기도 포천시 영북면 산정리 451번지 15호  
일반음식점,광주식당,최정임,경기도 포천시 영북면 산정호수로 6,경기도 포천시 영북면 운천리 270번지 15호  
일반음식점,하우스콜,이경임,경기도 포천시 영북면 운천로9번길 6-3  1층,경기도 포천시 영북면 운천리 506번지 15호  
일반음식점,한길식당,박미경,경기도 포천시 영북면 운천로 28-1,경기도 포천시 영북면 운천리 514번지 5호  
일반음식점,속초항,김이준,경기도 포천시 소흘읍 솔모루로58번길 17,경기도 포천시 소흘읍 송우리 137번지 2호  
일반음식점,아바이순대집,김영주,경기도 포천시 일동면 화동로 1071,경기도 포천시 일동면 기산리 91번지 29호  
일반음식점,삼미정,권영란,경기도 포천시 영북면 운천로24번길 2,경기도 포천시 영북면 운천리 514번지 30호  
일반음식점,운천막국수,김진석, ,경기도 포천시 영북면 운천리 497번지  
일반음식점,명보닭갈비,이선화,경기도 포천시 영북면 운천로23번길 7-15 (운천리 513-22),경기도 포천시 영북면 운천리 513번지 22호  
일반음식점,안동식당,최해자,경기도 포천시 영북면 영북로177번길 22-1,경기도 포천시 영북면 운천리 513번지 58호  
일반음식점,통나무집,신호경,경기도 포천시 영북면 운천로9번길 5-3,경기도 포천시 영북면 운천리 506번지 10호  
일반음식점,운천돼지갈비집,염승기,경기도 포천시 영북면 영북로177번길 20-6  1층,경기도 포천시 영북면 운천리 513번지 28호 1층 
일반음식점,잔치국수,최은영,경기도 포천시 영북면 영북로177번길 20-7,경기도 포천시 영북면 운천리 513번지 34호  
일반음식점,낙천지,박승호,경기도 포천시 영북면 산정호수로411번길 15-30,경기도 포천시 영북면 산정리 448번지 1호  
일반음식점,중앙식당,최부영,경기도 포천시 영북면 산정호수로411번길 95,경기도 포천시 영북면 산정리 191번지  
일반음식점,산정식당,이명자,경기도 포천시 영북면 산정호수로411번길 102,경기도 포천시 영북면 산정리 191번지  
일반음식점,한국식당,남궁양,경기도 포천시 영북면 산정호수로411번길 14,경기도 포천시 영북면 산정리 451번지 8호  
일반음식점,대우식당,편복임,경기도 포천시 영북면 산정호수로411번길 94,경기도 포천시 영북면 산정리 192번지  
일반음식점,금산가든,한종훈,경기도 포천시 영북면 산정호수로411번길 96-1,경기도 포천시 영북면 산정리 191번지  
일반음식점,황주면옥,김형욱, ,경기도 포천시 영북면 산정리 산 21번지  
일반음식점,강원식당,임현란,경기도 포천시 영북면 산정호수로411번길 20,경기도 포천시 영북면 산정리 산 21번지  
일반음식점,제일식당,김금자, ,경기도 포천시 영북면 산정리 195번지  
일반음식점,해룡식당,윤영섭,경기도 포천시 영북면 산정호수로411번길 89-1,경기도 포천시 영북면 산정리 191번지 1호  
일반음식점,짠,이완희,경기도 포천시 포천로1585번길 18 (신읍동),경기도 포천시 신읍동 171번지 11호  
일반음식점,수정식당,이영란,경기도 포천시 가산면 가산로 375  1층,경기도 포천시 가산면 마산리 146번지 5호   1층 
일반음식점,동산가든,최영상,경기도 포천시 포천로 1675-23 (신읍동),경기도 포천시 신읍동 253번지 1호  
일반음식점,육사시미,노은혜,경기도 포천시 원앙로 18-4 (신읍동),경기도 포천시 신읍동 171번지 3호  
일반음식점,짱구빨대포차,조경민,경기도 포천시 영북면 영북로177번길 16-7,경기도 포천시 영북면 513번지 25호  
일반음식점,원앙식당,전정임,경기도 포천시 포천로1585번길 5-8 (신읍동),경기도 포천시 신읍동 174번지 6호  
일반음식점,청하반점,박병옥,경기도 포천시 삼육사로 2139-1 (선단동),경기도 포천시 선단동 669번지 5호  
일반음식점,왕포차,장옥경,경기도 포천시 중앙로119번길 14-1 (신읍동),경기도 포천시 신읍동 45번지 2호  
일반음식점,영광생선구이,김경화,경기도 포천시 호국로 1435 (어룡동),경기도 포천시 어룡동 409번지  
일반음식점,자다가도 곱창,전해숙,경기도 포천시 호국로 1435 (어룡동),경기도 포천시 어룡동 409번지  
일반음식점,가산가마솥영양탕,남형우,경기도 포천시 구절초로 57-1 (신읍동),경기도 포천시 신읍동 150번지 22호  
일반음식점,참한보쌈전문점,김두원,경기도 포천시 포천로 1621 (신읍동),경기도 포천시 신읍동 160번지 14호  
일반음식점,선단용치킨,홍부순,경기도 포천시 삼육사로 2168 (선단동),경기도 포천시 선단동 642번지 1호  
일반음식점,불닭발땡초동대문엽기떡볶이(포천신읍점),고경훈,경기도 포천시 중앙로110번길 9 (신읍동),경기도 포천시 신읍동 42번지 23호  
일반음식점,서정,진현영,경기도 포천시 관인면 관인로19번길 4-1,경기도 포천시 관인면 탄동리 665번지 5호  
일반음식점,진성정,이재환,경기도 포천시 관인면 관인로39번길 2,경기도 포천시 관인면 초과리 1번지 3호  
일반음식점,오복솥뚜껑삼겹살.설렁탕,안금하,경기도 포천시 이동면 성장로 860,경기도 포천시 이동면 노곡리 847번지 6호  
일반음식점,닭막,전정식,경기도 포천시 이동면 장암2길 13,경기도 포천시 이동면 장암리 511번지 5호  
일반음식점,채움능이백숙,경혜선,경기도 포천시 이동면 화동로 2496,경기도 포천시 이동면 도평리 463번지 14호  
일반음식점,백봉갈비,김영숙,경기도 포천시 이동면 포화로 106,경기도 포천시 이동면 도평리 55번지 2호  
