어린이집,도로명 주소,위도,경도,전화번호,관리기관,연장 보육반 설치 현황,데이터기준일자
금강자연어린이집,"경기도 화성시 동탄순환대로20길 45 (목동, 동탄 금강펜테리움 센트럴파크 4차)",37.19143232,127.1300056,031-373-2371,화성시 아동보육과,Y,2020-03-27
예미지파크뷰어린이집,"경기도 화성시 동탄순환대로27길 45 관리동(영천동, 예미지파크뷰아파트)",37.20696981,127.1040549,031-378-2371,화성시 아동보육과,Y,2020-03-27
꿈나래어린이집,"경기도 화성시 동탄기흥로 393-15 (오산동, 동탄역 반도유보라 아이비파크 5.0)",37.19558475,127.0907056,031-373-2589,화성시 아동보육과,N,2020-03-27
자이사랑어린이집,"경기도 화성시 동탄대로2길 19 관리동(장지동, 동탄자이파밀리에)",37.16043568,127.1057393,031-378-8876,화성시 아동보육과,Y,2020-03-27
반도다누리어린이집,경기도 화성시 동탄기흥로 479-12 관리동,37.2041253,127.0919329,031-376-0828,화성시 아동보육과,N,2020-03-27
새솔아이비어린이집,경기도 화성시 수노을1로 236 반도유보라아이비파크아파트 관리동(새솔동),37.27912812,126.8237024,031-355-4028,화성시 아동보육과,N,2020-03-27
아이비파크어린이집,"경기도 화성시 동탄대로시범길 134 관리동(청계동, 시범반도유보라 아이비파크 4.0)",37.19963045,127.1144038,031-377-4569,화성시 아동보육과,N,2020-03-27
금강펜테리움어린이집,"경기도 화성시 동탄대로시범길 235 관리동(청계동, 동탄역 시범 금강펜테리움 센트럴파크3차)",37.2009641,127.1033538,031-376-8075,화성시 아동보육과,Y,2020-03-27
리아어린이집,경기도 화성시 동탄신리천로1길 74 관리동(호반베르디움 센트럴포레),37.18126932,127.1173587,031-372-2150,화성시 아동보육과,Y,2020-03-27
새솔어린이집,경기도 화성시 수노을1로 235,37.28109618,126.8226583,031-357-4145,화성시 아동보육과,N,2020-03-27
하임어린이집,"경기도 화성시 병점중앙로22번길 61-9 관리동(능동, 서동탄역파크자이)",37.20291972,127.0502445,031-232-4044,화성시 아동보육과,N,2020-03-27
에일린빅스맘어린이집,"경기도 화성시 동탄기흥로353번길 77 관리동(오산동, 동탄2신도시 에일린의뜰)",37.18953438,127.0875498,031-373-7275,화성시 아동보육과,Y,2020-03-27
e편한세상플레이마미어린이집,"경기도 화성시 동탄순환대로20길 31 관리동 (목동, e편한세상 동탄)",37.19311527,127.1262791,031-374-6577,화성시 아동보육과,Y,2020-03-27
양우다솜어린이집,경기도 화성시 남양읍 시청로102번길 12 양우내안애2차 관리동,37.20060379,126.82295,031-355-3275,화성시 아동보육과,Y,2020-03-27
혜윰어린이집,"경기도 화성시 동탄대로4길 95 관리동(장지동, 레이크 반도유보라 아이비파크 9차)",37.16302985,127.1189374,031-376-3246,화성시 아동보육과,Y,2020-03-27
가온어린이집,"경기도 화성시 동탄지성로 256 관리동(기산동, SK VIEW PARK 2차)",37.21682597,127.0543773,031-238-2378,화성시 아동보육과,N,2020-03-27
행복한푸르지오어린이집,"경기도 화성시 동탄순환대로 881-10 관리동 (영천동, 동탄역푸르지오)",37.20813791,127.0897137,031-377-6946,화성시 아동보육과,Y,2020-03-27
동탄라임어린이집,"경기도 화성시 동탄면 동탄순환대로17길 15 (산척리, 서희스타힐스24단지)",37.1733056,127.1188294,031-376-2722,화성시 아동보육과,Y,2020-03-27
르파비스어린이집,"경기도 화성시 동탄면 동탄순환대로20길 115 관리동, 르파비스아파트",37.18462484,127.1265463,031-374-3793,화성시 아동보육과,Y,2020-03-27
화성향남17단지부영사랑으로어린이집,경기도 화성시 향남읍 상신하길로 65 17단지부영사랑으로아파트 내 관리동,37.09977115,126.8960621,031-353-9543,화성시 아동보육과,Y,2020-03-27
토리숲빅스맘어린이집,경기도 화성시 봉담읍 수영로 61-7 관리동(우방아이유쉘2차),37.23612431,126.9570383,031-296-1236,화성시 아동보육과,N,2020-03-27
금강숲어린이집,"경기도 화성시 동탄면 동탄산척로2길 56 관리동, 금강펜테리움센트럴파크 2차",37.17785129,127.1168352,070-7761-7777,화성시 아동보육과,Y,2020-03-27
금강라온어린이집,"경기도 화성시 동탄대로12길 64 관리동(오산동, 금강펜테리움 센트럴파크 1차)",37.18038927,127.1100856,031-378-0312,화성시 아동보육과,Y,2020-03-27
청계숲부영사랑으로어린이집,"경기도 화성시 동탄순환대로22길 46 관리동(청계동, 청계숲사랑으로부영아파트)",37.19778328,127.1202051,031-376-2389,화성시 아동보육과,N,2020-03-27
신안인스빌어린이집,경기도 화성시 동탄청계로 303-13,37.20073034,127.1172379,031-374-7272,화성시 아동보육과,Y,2020-03-27
푸르지오행복숲어린이집,경기도 화성시 봉담읍 와우로34번길 12 봉담센트럴푸르지오 관리동,37.21234369,126.9665743,031-232-6655,화성시 아동보육과,Y,2020-03-27
이편한아이세상어린이집,"경기도 화성시 효행로 1337-23 (반월동, e편한세상 신동탄)",37.22630781,127.061378,031-234-4872,화성시 아동보육과,N,2020-03-27
동그레어린이집,경기도 화성시 남양읍 시청로32번길 59 양우내안애1차 104동 1층,37.2031237,126.8222514,031-355-4042,화성시 아동보육과,N,2020-03-27
반도한울어린이집,"경기도 화성시 동탄대로12길 17 관리동(오산동, 반도유보라3차)",37.1828847,127.1042032,031-373-1186,화성시 아동보육과,Y,2020-03-27
피우스어린이집,"경기도 화성시 동탄대로12길 71 관리동(오산동, 센트럴힐즈)",37.18202139,127.1102574,031-374-4864,화성시 아동보육과,Y,2020-03-27
경남키즈솔어린이집,"경기도 화성시 동탄순환대로25길 21 관리동(영천동, 경남아너스빌)",37.20500226,127.1114691,031-377-5051,화성시 아동보육과,Y,2020-03-27
느티나무아래어린이집,경기도 화성시 동탄면 동탄대로9길 19 관리동(LH26단지 아파트),37.17348815,127.1057504,031-375-2788,화성시 아동보육과,N,2020-03-27
은솔어린이집,"경기도 화성시 동탄면 동탄대로9길 20 관리동(동탄면, LH26단지)",37.17567487,127.1046351,031-831-3525,화성시 아동보육과,Y,2020-03-27
화성향남11단지부영사랑으로어린이집,경기도 화성시 향남읍 하길로 9 관리동 (오색마을 사랑으로부영11단지아파트),37.10999764,126.9167578,031-353-4429,화성시 아동보육과,N,2020-03-27
화성향남7단지부영사랑으로어린이집,경기도 화성시 향남읍 상신하길로274번길 21,37.11392447,126.9106158,031-353-8387,화성시 아동보육과,N,2020-03-27
인스빌어린이집,"경기도 화성시 동탄순환대로21길 15 관리동(청계동, 신안인스빌)",37.19507551,127.1163087,031-373-3346,화성시 아동보육과,N,2020-03-27
칸타빌어린이집,"경기도 화성시 동탄순환대로22길 14 관리동(청계동, 대원칸타빌 포레지움)",37.1954469,127.1196647,031-373-2558,화성시 아동보육과,Y,2020-03-27
아이비숲어린이집,"경기도 화성시 동탄순환대로26길 55 관리동(영천동, 반도유보라2차)",37.20896296,127.1153143,031-374-7736,화성시 아동보육과,N,2020-03-27
자이에뜨어린이집,"경기도 화성시 동탄지성로 394 관리동(반월동, 반월자이에뜨)",37.22829014,127.0468135,031-233-8370,화성시 아동보육과,N,2020-03-27
화성향남9단지부영사랑으로어린이집,경기도 화성시 향남읍 하길로 69 관리동(오색마을 사랑으로부영9단지아파트),37.11264534,126.919934,031-8059-3969,화성시 아동보육과,N,2020-03-27
롯데숲어린이집,"경기도 화성시 동탄순환대로21길 53 관리동(청계동, 롯데캐슬 알바트로스)",37.19468371,127.1150149,031-372-8297,화성시 아동보육과,Y,2020-03-27
더샵아이림어린이집,"경기도 화성시 동탄대로시범길 19 관리동(청계동, 동탄역시범더샵센트럴시티)",37.19946426,127.0996318,031-373-7364,화성시 아동보육과,Y,2020-03-27
화성향남10단지부영사랑으로어린이집,경기도 화성시 향남읍 하길로 70 보육동 (오색마을 사랑으로부영10단지아파트),37.11220296,126.9216369,031-8059-0300,화성시 아동보육과,N,2020-03-27
상록리슈빌어린이집,"경기도 화성시 동탄순환대로29길 57 관리동(영천동, 상록리슈빌아파트)",37.20522634,127.1083463,031-373-2232,화성시 아동보육과,N,2020-03-27
파밀리에어린이집,경기도 화성시 봉담읍 동화새터길 55-39 신동아파밀리에아파트 관리동,37.22255524,126.9583416,031-227-7397,화성시 아동보육과,N,2020-03-27
반도아이비어린이집,"경기도 화성시 동탄대로시범길 168 관리동(청계동, 시범반도유보라1차)",37.20201891,127.1115632,031-378-3104,화성시 아동보육과,Y,2020-03-27
화성향남3단지부영사랑으로어린이집,경기도 화성시 향남읍 상신하길로328번길 21 서봉마을사랑으로부영3단지 복지동 1층,37.11809388,126.9134201,031-352-2778,화성시 아동보육과,Y,2020-03-27
늘푸르지오어린이집,"경기도 화성시 동탄순환대로21길 54 관리동(청계동, 동탄2신도시 센트럴푸르지오)",37.19662605,127.116346,031-375-4900,화성시 아동보육과,Y,2020-03-27
향남초록나무어린이집,경기도 화성시 향남읍 상신하길로274번길 61 모아엘가아파트 관리동,37.11243723,126.9124507,031-352-0449,화성시 아동보육과,Y,2020-03-27
지니어스숲어린이집,경기도 화성시 봉담읍 효행로291번길 6-10,37.22181185,126.9754235,031-234-2305,화성시 아동보육과,Y,2020-03-27
해오름어린이집,"경기도 화성시 동탄대로시범길 53 관리동(청계동, 시범대원칸타빌아파트)",37.19967073,127.1047466,031-376-1542,화성시 아동보육과,N,2020-03-27
우남퍼스트어린이집,"경기도 화성시 동탄대로시범길 276 관리동(청계동, 시범우남퍼스트빌아파트)",37.20415191,127.099731,031-548-2866,화성시 아동보육과,N,2020-03-27
은빛소리어린이집,"경기도 화성시 동탄청계로 303-14 관리동(청계동, KCC스위첸아파트)",37.20211601,127.1192593,031-548-1766,화성시 아동보육과,N,2020-03-27
리슈빌어린이집,"경기도 화성시 동탄대로시범길 236 관리동(청계동, 시범계룡리슈빌아파트)",37.20278121,127.1049332,031-831-5643,화성시 아동보육과,Y,2020-03-27
호반베르디움어린이집,"경기도 화성시 동탄대로시범길 122 관리동(청계동, 시범호반베르디움)",37.19847862,127.1122462,031-376-5253,화성시 아동보육과,Y,2020-03-27
키즈모아어린이집,경기도 화성시 동탄청계로 303-33 모아미래도 관리동,37.20297963,127.1159306,031-378-8297,화성시 아동보육과,N,2020-03-27
자이네어린이집,경기도 화성시 동탄대로22길 30 GS센트럴자이 관리동,37.20597039,127.1017048,031-377-3796,화성시 아동보육과,Y,2020-03-27
예미지어린이집,경기도 화성시 동탄대로시범길 192,37.20294127,127.1069833,031-831-3679,화성시 아동보육과,Y,2020-03-27
이지숲어린이집,"경기도 화성시 동탄순환대로28길 17 관리동(영천동, 동탄신도시 EG the1)",37.20977161,127.1117489,031-378-0466,화성시 아동보육과,Y,2020-03-27
창의나무아트도만스쿨어린이집,경기도 화성시 우정읍 조암동로 58 관리동,37.08937931,126.8244808,031-351-7066,화성시 아동보육과,N,2020-03-27
동탄푸른어린이집,경기도 화성시 10용사로 360 (능동),37.19874786,127.057864,031-8015-1333,화성시 아동보육과,N,2020-03-27
아이나라어린이집,경기도 화성시 봉담읍 와우로 51,37.21418453,126.9710357,031-232-8188,화성시 아동보육과,N,2020-03-27
향남민들레어린이집,경기도 화성시 향남읍 서봉로115번길 105-5,37.10866878,126.9215062,031-354-6621,화성시 아동보육과,Y,2020-03-27
슬기로운어린이집,경기도 화성시 병점중앙로170번길 24 (진안동),37.21410916,127.0369915,031-222-3382,화성시 아동보육과,N,2020-03-27
남양영재어린이집,경기도 화성시 남양읍 화성로1155번길 11-10,37.21127136,126.8096012,031-355-9054,화성시 아동보육과,N,2020-03-27
햇님이놀러온어린이집,경기도 화성시 토성로 183 도로명주소 미고시(향후 자체 수정바람),37.11818384,126.9432935,031-8059-1177,화성시 아동보육과,Y,2020-03-27
향남아이비어린이집,경기도 화성시 향남읍 분양동길 38,37.10634952,126.8974505,031-8059-0486,화성시 아동보육과,N,2020-03-27
보림어린이집,경기도 화성시 동화새터길 11-12 경기도 화성시 봉담읍 동화새터길 39,37.22334607,126.9538948,031-298-2971,화성시 아동보육과,Y,2020-03-27
꿈에어린이집,경기도 화성시 시청로 790-3,37.16786162,126.8782536,031-352-1694,화성시 아동보육과,N,2020-03-27
남양웃는아이어린이집,경기도 화성시 남양로931번길 19 남양동 남양로 931번길 19,37.21905225,126.8303369,031-355-4266,화성시 아동보육과,N,2020-03-27
숙명키즈어린이집,경기도 화성시 병점중앙로 100-7 (병점동307-1),37.20769336,127.0421922,031-239-3600,화성시 아동보육과,Y,2020-03-27
은혜의동산교회부설어린이집,경기도 화성시 남양시장로25번길 52,37.21175976,126.8160996,031-366-7756,화성시 아동보육과,N,2020-03-27
하이즈먼어린이집,경기도 화성시 송산동로15번길 16,37.21647497,126.7337917,031-366-7915,화성시 아동보육과,N,2020-03-27
해담은어린이집,경기도 화성시 샘마을1길 27,37.21809594,126.9510811,031-227-7999,화성시 아동보육과,Y,2020-03-27
숲속키즈어린이집,경기도 화성시 봉담읍 신양2길 166 (도로명 미고시 지역),37.14573819,126.9296468,031-298-7164,화성시 아동보육과,Y,2020-03-27
로뎀나무어린이집,경기도 화성시 남양읍 화성로1081번길 49-1,37.2104688,126.8033875,031-357-9737,화성시 아동보육과,N,2020-03-27
킨더포레어린이집,경기도 화성시 향남읍 칼바위길 22-31 .,37.09559972,126.8929444,031-352-1491,화성시 아동보육과,Y,2020-03-27
푸른밭어린이집,경기도 화성시 효행로265번길 42 (기안동),37.22484947,126.9754025,031-235-7800,화성시 아동보육과,Y,2020-03-27
성문아이뜰어린이집,경기도 화성시 봉담읍 진등2길 20,37.22160862,126.9485421,070-4273-8377,화성시 아동보육과,N,2020-03-27
해솔어린이집,경기도 화성시 병점중앙로169번길 13 (진안동),37.2130063,127.0361868,031-226-7333,화성시 아동보육과,N,2020-03-27
야호어린이집,경기도 화성시 병점중앙로156번길 11-6,37.21174898,127.0396882,031-232-2303,화성시 아동보육과,Y,2020-03-27
다나어린이집,경기도 화성시 봉담읍 샘마을길 4-4,37.21914736,126.9484473,031-227-7668,화성시 아동보육과,N,2020-03-27
병점재크와콩나무어린이집,경기도 화성시 병점동로42번길 13-2,37.2092448,127.0447974,031-898-9581,화성시 아동보육과,Y,2020-03-27
숲속해나어린이집,경기도 화성시 동탄면 금곡로163번길 58,37.17201315,127.0754007,031-376-8914,화성시 아동보육과,N,2020-03-27
미래숲어린이집,경기도 화성시 봉담읍 최루백로 286,37.19984833,126.9661439,031-298-0272,화성시 아동보육과,N,2020-03-27
하늘꿈터어린이집,경기도 화성시 우정읍 조암남로33번길 14 조암감리교회,37.08508037,126.8183195,031-358-2280,화성시 아동보육과,N,2020-03-27
우리해사랑어린이집,경기도 화성시 동탄지성로 324 (반월동),37.22256389,127.0509281,031-204-0089,화성시 아동보육과,N,2020-03-27
키즈캐슬어린이집,경기도 화성시 향남읍 행정중앙2로 38 신영지웰2차관리동,37.12940422,126.9202677,031-352-7987,화성시 아동보육과,Y,2020-03-27
봉담아가페어린이집,경기도 화성시 봉담읍 동화새터길 34,37.22176621,126.9553265,031-298-9153,화성시 아동보육과,N,2020-03-27
봉담리라어린이집,경기도 화성시 봉담읍 와우로34번길 11 관리동,37.21245741,126.9718367,031-236-5664,화성시 아동보육과,Y,2020-03-27
키즈엘어린이집,경기도 화성시 역골동로 94 관리동,37.20892277,126.8323197,031-356-9779,화성시 아동보육과,Y,2020-03-27
브레인어린이집,경기도 화성시 시청로 1375,37.1734016,126.9332463,031-292-7179,화성시 아동보육과,N,2020-03-27
꿈고래어린이집,경기도 화성시 봉담읍 시청로 1405-9,37.17545262,126.9342561,070-8253-0411,화성시 아동보육과,Y,2020-03-27
다림빅스맘어린이집,경기도 화성시 행정동로 86 한국아델리움 아파트 관리동 다림빅스맘어린이집,37.13172939,126.9275903,031-354-6850,화성시 아동보육과,N,2020-03-27
아이사랑어린이집,경기도 화성시 10용사로 258 (능동 669),37.19874934,127.0463366,031-221-1733,화성시 아동보육과,Y,2020-03-27
창의나라어린이집,경기도 화성시 10용사로 221 성호1차 아파트 관리동 (병점동),37.19967687,127.0437506,031-234-5707,화성시 아동보육과,N,2020-03-27
상록행복한어린이집,경기도 화성시 향남읍 행정동로 83 화성 향남시법 복사꽃마을 상록하늘채 아피트 관리동,37.13126201,126.9260064,031-366-6333,화성시 아동보육과,Y,2020-03-27
행복어린이집,경기도 화성시 동탄지성로 319-13,37.22119762,127.0495724,031-222-5959,화성시 아동보육과,N,2020-03-27
다인어린이집,경기도 화성시 동탄중앙로 119-14 관리동(반송동 새강마을 주공휴먼시아아파트),37.19705399,127.0678461,031-8058-3032,화성시 아동보육과,Y,2020-03-27
큰사랑어린이집,경기도 화성시 병점중앙로211번길 10 (진안동),37.21565719,127.0340854,031-222-3288,화성시 아동보육과,N,2020-03-27
하늘샘어린이집,경기도 화성시 향남읍 행정동로 22 관리동 1층,37.12704108,126.929258,031-366-5402,화성시 아동보육과,Y,2020-03-27
산길어린이집,경기도 화성시 병점1로 66-12 하이코아빌딩 105호 산길어린이집 (병점동),37.20213814,127.0415271,031-235-5569,화성시 아동보육과,Y,2020-03-27
해맑은어린이집,경기도 화성시 행정서로 48 향남시범넓은들마을신명스카이뷰관리동,37.12662168,126.9153356,031-366-5321,화성시 아동보육과,Y,2020-03-27
하람어린이집,경기도 화성시 향남읍 행정중앙2로 83 단지내 하람어린이집,37.12961102,126.925715,031-8059-5559,화성시 아동보육과,N,2020-03-27
좋은나무숲어린이집,경기도 화성시 향남읍 수리재길 33-7,37.11271421,126.937976,031-352-5293,화성시 아동보육과,Y,2020-03-27
유정어린이집,경기도 화성시 동탄반석로 232 석우동 예당마을 신일유토빌 관리동,37.20754632,127.0753144,031-613-3833,화성시 아동보육과,N,2020-03-27
해뜰어린이집,경기도 화성시 행정중앙1로 41 에일린의뜰 관리동,37.12631705,126.9193794,031-366-5968,화성시 아동보육과,N,2020-03-27
사과나무어린이집,경기도 화성시 동탄반석로 264 관리동(석우동 예당마을 대우푸르지오),37.21011536,127.077847,031-8003-1873,화성시 아동보육과,N,2020-03-27
린채어린이집,"경기도 화성시 동탄반석로 277 관리동1층(석우동, 예당마을 우미린제일풍경채)",37.21252604,127.0764248,070-7761-2106,화성시 아동보육과,Y,2020-03-27
다예린어린이집,경기도 화성시 향남읍 행정중앙2로 16 우미린아파트 내 관리동 어린이집,37.12977663,126.9171689,031-8059-2151,화성시 아동보육과,N,2020-03-27
동일숲어린이집,경기도 화성시 동화길 84 동일숲 관리동 어린이집,37.21650447,126.9578213,031-297-7911,화성시 아동보육과,N,2020-03-27
향남아이사랑어린이집,경기도 화성시 향남읍 행정동로 64 풍림아이원 관리동,37.12808733,126.9293852,031-8059-3071,화성시 아동보육과,Y,2020-03-27
한우리어린이집,경기도 화성시 수영로 61-14 관리동,37.23473579,126.9549964,031-292-4239,화성시 아동보육과,N,2020-03-27
아이세움어린이집,경기도 화성시 동탄공원로 21-39 신일해피트리아파트 관리동 1층,37.19951965,127.0545466,031-8015-1020,화성시 아동보육과,Y,2020-03-27
꽃내음어린이집,경기도 화성시 비봉면 비봉로 136-3,37.23582578,126.8661178,031-366-7959,화성시 아동보육과,Y,2020-03-27
푸른향기어린이집,"경기도 화성시 동탄공원로 21-12 관리동(능동, 푸른마을포스코더샵아파트)",37.20274448,127.058776,031-8003-6353,화성시 아동보육과,Y,2020-03-27
봉담꿈꾸는아이들어린이집,경기도 화성시 와우로119번길 36-7,37.21746396,126.9767498,031-222-2255,화성시 아동보육과,Y,2020-03-27
하늘아이어린이집,경기도 화성시 팔탄면 삼천병마로 584 경기도 화성시 삼천병마로 584 진우아파트 내 보육동,37.1611935,126.9307245,031-366-2684,화성시 아동보육과,Y,2020-03-27
다해어린이집,"경기도 화성시 동탄숲속로 68 관리동(능동, 숲속마을 자연앤데시앙)",37.20722171,127.0556283,031-613-6067,화성시 아동보육과,Y,2020-03-27
정빈어린이집,경기도 화성시 동탄원천로 315-18 능동마을 상록예가아파트 관리동 1층,37.21566693,127.0577879,031-8003-5522,화성시 아동보육과,Y,2020-03-27
두산샘어린이집,경기도 화성시 영통로50번길 27 아파트 관리동1층 (반월동),37.23670325,127.0668984,031-204-7758,화성시 아동보육과,N,2020-03-27
늘푸른동산어린이집,"경기도 화성시 동탄원천로 315-34 관리동(능동, EGTHE1)",37.2127314,127.0561933,031-8003-7373,화성시 아동보육과,Y,2020-03-27
애플트리어린이집,"경기도 화성시 동탄숲속로 96 관리동(능동, 동탄숲속마을 모아미래도1단지)",37.206232,127.0561187,031-613-3358,화성시 아동보육과,N,2020-03-27
예빛어린이집,경기도 화성시 동탄공원로 21-40 푸른마을 두산위브아파트 관리동1층,37.2031535,127.0548633,031-8003-7929,화성시 아동보육과,Y,2020-03-27
푸른솔어린이집,경기도 화성시 봉담읍 오궁길 44,37.20628107,126.979588,031-893-9394,화성시 아동보육과,Y,2020-03-27
리안어린이집,경기도 화성시 동화역말길 22 관리동,37.21280979,126.9620065,031-238-0947,화성시 아동보육과,N,2020-03-27
녹산어린이집,"경기도 화성시 병점2로 78 병점동,느치미마을주공4단지",37.20664214,127.0454216,031-238-0825,화성시 아동보육과,N,2020-03-27
숲속미루어린이집,경기도 화성시 동탄나루로 55 월드메르디앙 2차 관리동 어린이집,37.19149937,127.0772972,031-613-7784,화성시 아동보육과,Y,2020-03-27
새한빛어린이집,경기도 화성시 동탄반석로 96  관리동,37.1973428,127.0729151,031-8003-9870,화성시 아동보육과,N,2020-03-27
모아미래어린이집,경기도 화성시 동탄공원로 21-11 푸른마을모아미래도아파트  관리동,37.19972919,127.0575428,031-8003-7142,화성시 아동보육과,Y,2020-03-27
산들꽃어린이집,경기도 화성시 동탄반석로 16 관리동,37.19357377,127.0801588,031-8003-3458,화성시 아동보육과,N,2020-03-27
빛고은어린이집,경기도 화성시 효행로 1075-10 관리동,37.21649732,127.0438183,031-235-2205,화성시 아동보육과,N,2020-03-27
키즈파크어린이집,경기도 화성시 영통로26번길 24 푸르지오아파트 관리동1층 (반월동),37.23266016,127.0680488,031-205-8279,화성시 아동보육과,Y,2020-03-27
풀향기어린이집,경기도 화성시 봉담읍 최루백로 111-8,37.21310633,126.9558846,031-267-0554,화성시 아동보육과,Y,2020-03-27
병점뉴질랜드어린이집,경기도 화성시 병점로 18-1 2동 2호(병점동),37.20924236,127.0371903,031-222-7278,화성시 아동보육과,Y,2020-03-27
자연어린이집,"경기도 화성시 동탄반석로 42 관리동(반송동, 한화우림아파트)",37.19529928,127.0761717,031-613-7964,화성시 아동보육과,Y,2020-03-27
따스한햇살어린이집,경기도 화성시 감배산로 30 관리동(풍성신미주아파트),37.19102586,127.0913499,031-375-7952,화성시 아동보육과,Y,2020-03-27
솔빛사랑어린이집,경기도 화성시 동탄반석로 73 관리동,37.19574888,127.0733523,031-8003-2970,화성시 아동보육과,N,2020-03-27
솔미어린이집,경기도 화성시 양감면 솔미마을길 100-7,37.09032884,126.950755,031-366-7766,화성시 아동보육과,Y,2020-03-27
행복한리더로어린이집,"경기도 화성시 동탄중앙로 189 관리동(반송동, 다은마을 월드메르디앙반도유보라)",37.20291001,127.0645335,031-8003-3365,화성시 아동보육과,N,2020-03-27
휴먼시아어린이집,경기도 화성시 동화길 122 휴먼시아 아파트 601동 관리동,37.21457502,126.9596948,031-298-8555,화성시 아동보육과,Y,2020-03-27
위즈아이어린이집,경기도 화성시 10용사로 286 송골마을 우남퍼스트빌,37.19874498,127.0499199,031-309-0456,화성시 아동보육과,Y,2020-03-27
기산꿈나무어린이집,경기도 화성시 동탄지성로 293 행복마을 울트라 참누리 아파트1단지  관리동1층,37.22000563,127.0513829,031-234-1106,화성시 아동보육과,N,2020-03-27
동탄삼부어린이집,경기도 화성시 동탄반석로 207 시범한빛마을 삼부르네상스아파트 관리동,37.20813795,127.0718964,031-613-1030,화성시 아동보육과,N,2020-03-27
송산예랑어린이집,경기도 화성시 화산로62번길 4 (송산동),37.20937907,127.0150329,031-222-3597,화성시 아동보육과,Y,2020-03-27
한화도담도담어린이집,"경기도 화성시 동탄시범한빛길 10 관리동(반송동, 시범한빛마을 한화꿈에그린)",37.20836479,127.0673421,031-8050-2733,화성시 아동보육과,N,2020-03-27
성원어린이집,"경기도 화성시 동탄지성로 42 관리동(반송동, 시범한빛마을 아이파크)",37.20580952,127.0711207,031-613-3883,화성시 아동보육과,Y,2020-03-27
아침해어린이집,경기도 화성시 화산중앙로78번길 19 (송산동),37.21018915,127.0125483,031-235-3378,화성시 아동보육과,N,2020-03-27
어울림어린이집,"경기도 화성시 동탄중앙로 213 관리동1층(반송동, 시범한빛마을 금호어울림)",37.2052634,127.0671908,031-613-8579,화성시 아동보육과,N,2020-03-27
스위첸어린이집,"경기도 화성시 동탄시범한빛길 38 관리동(반송동, 시범한빛마을 케이씨씨스위첸)",37.20980267,127.0686187,031-613-0323,화성시 아동보육과,Y,2020-03-27
해피성심어린이집,경기도 화성시 작현길24번길 3 (송산동),37.20812928,127.0180161,031-267-0043,화성시 아동보육과,N,2020-03-27
하늘땅어린이집,경기도 화성시 작현길24번길 31-6,37.21035546,127.0179456,031-233-1694,화성시 아동보육과,N,2020-03-27
다온어린이집,경기도 화성시 봉담읍 와우로34번길 30 주민공동시설 1층,37.2097965,126.9714383,031-234-8127,화성시 아동보육과,N,2020-03-27
동문다솜어린이집,경기도 화성시 효행로 846 관리동,37.20396054,127.0214121,031-221-5632,화성시 아동보육과,Y,2020-03-27
솔로몬어린이집,경기도 화성시 향남읍 발안만세길 57-6 발안제일교회부설 솔로몬어린이집,37.12858514,126.9005728,031-8059-5678,화성시 아동보육과,N,2020-03-27
아름다운어린이집,경기도 화성시 효행로 1205-65,37.22028545,127.0538722,031-231-2544,화성시 아동보육과,N,2020-03-27
우림솔지어린이집,경기도 화성시 발안만세길 18 경기도 화성시 향남읍 발안리 305번지,37.12683768,126.9044029,031-352-0134,화성시 아동보육과,N,2020-03-27
종이비행기어린이집,경기도 화성시 병점동로148번길 9-11,37.21714009,127.0375591,031-234-1297,화성시 아동보육과,Y,2020-03-27
다사랑어린이집,경기도 화성시 매송면 화성로2381번길 22-1,37.25108054,126.9268804,031-294-6967,화성시 아동보육과,N,2020-03-27
킹어린이집,"경기도 화성시 화산중앙로 34 주민복지관내1층, 관리동(화산동, 한승미메이드아파트)",37.20874473,127.0142143,070-4226-7000,화성시 아동보육과,Y,2020-03-27
펀키즈어린이집,경기도 화성시 동탄지성로 405 대우푸르지오아파트 관리동,37.22673307,127.0450756,031-234-9567,화성시 아동보육과,Y,2020-03-27
재크와콩나무어린이집,경기도 화성시 병점동로42번길 17 어린이집,37.20929988,127.0450563,031-224-5605,화성시 아동보육과,N,2020-03-27
통통어린이집,경기도 화성시 정남면 덕절전원길 41,37.13846602,127.0263512,031-375-7141,화성시 아동보육과,Y,2020-03-27
우정아름드리어린이집,경기도 화성시 우정읍 물미길 10,37.0679947,126.8021505,031-351-3350,화성시 아동보육과,N,2020-03-27
푸우친구어린이집,경기도 화성시 우정읍 석천안길190번길 29,37.05017036,126.7864342,031-358-0915,화성시 아동보육과,N,2020-03-27
대광어린이집,경기도 화성시 시청로 223 대광아파트,37.19409965,126.8347826,031-355-0806,화성시 아동보육과,Y,2020-03-27
정든어린이집,경기도 화성시 병점2로 102 관리동 1층 (정든마을 신창비바훼밀리 2차),37.20567602,127.0473544,031-309-3091,화성시 아동보육과,N,2020-03-27
아마데우스어린이집,경기도 화성시 병점3로 117 병점동 안화동마을 주공9단지 관리동 아마데우스어린이집,37.21339553,127.0435665,031-226-9321,화성시 아동보육과,N,2020-03-27
진주숲어린이집,경기도 화성시 봉담읍 삼봉길 14,37.22433508,126.9360441,031-298-2876,화성시 아동보육과,N,2020-03-27
신창미션힐어린이집,경기도 화성시 병점1로 65 관리동내,37.20383095,127.0387334,031-231-3011,화성시 아동보육과,N,2020-03-27
