시군명,명칭,분류명,소개
고양시,쉐브아조각공원,관광휴게시설,"조각품 전시와 야생화가 자라는 16,500m² 규모의 공원"
고양시,지도공원,관광휴게시설,아파트 단지 내에 위치한 공원
고양시,강매역,교통관련시설,"하루 56회 정차하는 경의선 통근 열차로, 2008년 경의선이 복선 전철화되면 행신역으로 통합될 예정"
고양시,백양고등학교,교육연구시설,2000년에 개교한 고등학교
고양시,능곡고등학교,교육연구시설,1962년에 개교한 공립고등학교
고양시,서삼릉종마목장,농/축산/수산/원예시설,고양 서삼릉 일대에 말을 방목시켜 공원으로 활용하는 넓은 초
고양시,성라공원,관광휴게시설,"어울림누리, 광장, 공원 등 인근에 문화생활시설이 위치한 고양시의 공원"
고양시,어울림누리,문화시설,시민들의 생활체육과 체력증진을 위한 공간을 제공하는 고양시시설관리공단
고양시,주주동물원,관광휴게시설,국내 최초로 살아 있는 동물 전문 박물관으로 사업승인 받아 시민들에게 휴식공간을 제공하는 자연친화적 체험 학습장
고양시,난지물재생센터,위험물/분뇨쓰레기처리시설,"난지물재셍센터는 다양한 공간적 매력을 갖고 있다.,,인공적으로 만들어 놓은 저수지와 함께 주변에 조성된 산책로가 한적한 수목원이나 공원을 연상시키는가 하면, 시설물의 모양이 부분적 핵 시설물 같은 느낌을 자아내기도 한다. 거대한 원형 모양의 시설물을 감싸고 있는 계단도 눈길을 끌고 센터 옆으로 건설되고 있는 고속철도의 모습도 이곳의 다양한 분위기에 한 몫을 한다"
고양시,지축차량기지,교통관련시설,3호선 종착역 대화역 방향의 차량기지
고양시,쉐브아조각공원,관광휴게시설,"조각품 전시와 야생화가 자라는 16,500m² 규모의 공원"
고양시,지도공원,관광휴게시설,아파트 단지 내에 위치한 공원
고양시,강매역,교통관련시설,"하루 56회 정차하는 경의선 통근 열차로, 2008년 경의선이 복선 전철화되면 행신역으로 통합될 예정"
고양시,백양고등학교,교육연구시설,2000년에 개교한 고등학교
고양시,능곡고등학교,교육연구시설,1962년에 개교한 공립고등학교
고양시,서삼릉종마목장,농/축산/수산/원예시설,고양 서삼릉 일대에 말을 방목시켜 공원으로 활용하는 넓은 초
고양시,성라공원,관광휴게시설,"어울림누리, 광장, 공원 등 인근에 문화생활시설이 위치한 고양시의 공원"
고양시,어울림누리,문화시설,시민들의 생활체육과 체력증진을 위한 공간을 제공하는 고양시시설관리공단
고양시,주주동물원,관광휴게시설,국내 최초로 살아 있는 동물 전문 박물관으로 사업승인 받아 시민들에게 휴식공간을 제공하는 자연친화적 체험 학습장
고양시,행주산성,문화재,덕양산 정상을 중심으로 산등성이를 따라 흙으로 쌓은 토성?
고양시,장항제2공영주차장,교통관련시설,고양시 시설관리 공단에서 관리하는 라페스타 먹자골목 시설 옆 공영주차장
고양시,디지털아이디어 회의실,업무시설,장항동 M-city 내 영화 시각효과 전문업체 회의실 최첨단 장비로 세팅 되어 있다.
고양시,브로멕스타원 회의실,업무시설,고양지식정보산업진흥원 내 6층 9층 브로멕스 회의실
고양시,드림하이 세트장,,"KBS드라마 드림하이 세트장 600평형 창고를 개조한 공간(방, 이사장실, 강당, 회의실, 카페테리아)"
고양시,의정부지방법원 고양지원,치안시설,"고양시 소재의 지역의 민사, 형사, 가사 재판업무를 담당하는 법원"
고양시,장항동 585-6,주거시설,장항동 공장지대 지역 조용한 단독주택
고양시,백마초 장항분교,교육연구시설,단층으로 설립된 분교
고양시,외환은행 마두점,인반생활시설,"마두역 출구 앞에 있는 외환은행, 1,2층 공간으로 이루어져 있다."
고양시,백마초 장항분교,교육연구시설,단층으로 설립된 분교
고양시,외환은행 마두점,인반생활시설,"마두역 출구 앞에 있는 외환은행, 1,2층 공간으로 이루어져 있다."
고양시,마두지구대,치안시설,지어진지 오래되지 않은 평범한 지구대
고양시,장항동 전경,도시,현 SK브로드 밴드 건물 옥상에서 촬영한 장항동 일산경찰서 부근 전경
고양시,SK M-City,주거시설,"사무동, 오피스동으로 구분된 15층 트윈타워. 상가 스케이트장과 연결이 되어 있고 영화 제작 및 후반 작업 업체 로 밀집 되어있다."
고양시,안곡고등학교,교육연구시설,경기도 고양시 일산에 위치한 새로 지은 고등학교
고양시,아람누리,문화시설,고양문화재단에서 운영하는 공연장 및 문화시설
고양시,의정부지방검찰청 고양지청 당직실,치안시설,의정부지방검찰청 고양지청 내부의 당직실
고양시,일산라페스타,위락/판매시설,독점적인 상권이 형성된 스트리트형 쇼핑몰 단지
고양시,일산병원,의료/장의시설,"지하 5층, 지상 13층의 첨단 의료시설을 갖춘 병원"
고양시,일산호수공원,관광휴게시설,총면적 약 30만평의 국내 최대 인공 호수
고양시,고양 KINTEX(킨텍스) 제2전시장,문화시설,"23만제곱미터, 건면적 11만제곱미터의 부지에 세워진 국제 규모의 전시, 컨벤션 공간"
고양시,고양 한류월드 부지,도시,경기도 사업 한류월드 공사부지
고양시,고양 가좌고등학교,교육연구시설,고양시 가좌지역에 최근에 설립된 고등학교
고양시,만리장성,일반생활시설,일산서구에 위치한 비어있는 중화요리집
고양시,휴게공원,관광휴게시설,비교적 소규모의 공원
고양시,고양 KINTEX(킨텍스),문화시설,"23만제곱미터, 건면적 11만제곱미터의 부지에 세워진 국제 규모의 전시, 컨벤션 공간"
고양시,금정굴 등산로,인도/산책로,금정굴 등산로
고양시,일산종합운동장,운동시설,한국적 조형미와 최첨단 기술력을 동원하여 설계된 국제 규격의 운동장?
고양시,북한산 백운산장,도시-자연-산,북한산 백운산장
고양시,한국스카우트연맹 중앙훈련장,교육시설,"총면적 32,135m ,,정원 실내 135명, 야영정원 650명 ,,숙박시설 및 연수시설 지원시설 등 야외시설 갖추어져 있는 훈련원"
고양시,몽상공간,,"다양한 컨셉으로 구성한 130평 규모의 세트촬영 스튜디오. 대통창 공간, 서재, 바, 거실, 부엌 등 여러 이미지를 가진 공간이 있음. 상암동 5분 거리, 20~30대 주차 가능."
고양시,고양경찰서,치안시설,고양시 화정동에 위치한 고양경찰서
고양시,아쿠아스튜디오,,"국내 유일의 7,700평형 영화, 드라마, 광고 등의 수중촬영 전문 스튜디오로 타이타닉과 같은 대작도 촬영이 가능하다"
고양시,행신2지구 지하차도,인도/산책로,자유로와 연결되는 2지구 미개통 넓은 지하차도
고양시,화정지구대,치안시설,08년 리모델링 된 평범한 지구대
고양시,덕은동 쌍굴터널,차량도로,으스스한 분위기를 풍기는 덕은동 지역 쌍굴터널
고양시,성사중학교,교육연구시설,"근래에 세워진 신식 중학교, 옆으로 고등학교와 붙어 있으며 잔디구장이 갖추어져 있다."
고양시,덕양구청 회의실,업무시설,구청 회의실(구청내 중회의실)
고양시,시청 회의실,행정시설,"주교동에 위치한 고양시청 (상황실, 소회의실)"
고양시,고양 중고등학교,교육연구시설,"전문계 고등학교, 학교내 잔디구장, 강당, 태권도장, 등 넓은규모의 중 고등학교"
고양시,서삼릉대천낚시터,도시-자연-강,골프장옆 작은 낚시터
고양시,삼송택지개발지구,업무시설,고양시 삼송지구 재개발
고양시,사랑의전원마을,주거시설,"언덕을 오르는 아늑한 전원마을,,오래된 풍경 후미진 골목길"
고양시,대장동 버스종점,민속/기타,오래되고 낡은마을
고양시,먹는물 수질검사기관,위험물/분뇨쓰레기처리시설,"폐 정수장, 현재 대형 중수조 리모델링중"
고양시,난지물재생센터,위험물/분뇨쓰레기처리시설,"난지물재셍센터는 다양한 공간적 매력을 갖고 있다.,,인공적으로 만들어 놓은 저수지와 함께 주변에 조성된 산책로가 한적한 수목원이나 공원을 연상시키는가 하면, 시설물의 모양이 부분적 핵 시설물 같은 느낌을 자아내기도 한다. 거대한 원형 모양의 시설물을 감싸고 있는 계단도 눈길을 끌고 센터 옆으로 건설되고 있는 고속철도의 모습도 이곳의 다양한 분위기에 한 몫을 한다"
고양시,지축차량기지,교통관련시설,3호선 종착역 대화역 방향의 차량기지
고양시,쉐브아조각공원,관광휴게시설,"조각품 전시와 야생화가 자라는 16,500m² 규모의 공원"
고양시,지도공원,관광휴게시설,아파트 단지 내에 위치한 공원
고양시,강매역,교통관련시설,"하루 56회 정차하는 경의선 통근 열차로, 2008년 경의선이 복선 전철화되면 행신역으로 통합될 예정"
고양시,백양고등학교,교육연구시설,2000년에 개교한 고등학교
고양시,능곡고등학교,교육연구시설,1962년에 개교한 공립고등학교
고양시,서삼릉종마목장,농/축산/수산/원예시설,고양 서삼릉 일대에 말을 방목시켜 공원으로 활용하는 넓은 초
고양시,성라공원,관광휴게시설,"어울림누리, 광장, 공원 등 인근에 문화생활시설이 위치한 고양시의 공원"
고양시,어울림누리,문화시설,시민들의 생활체육과 체력증진을 위한 공간을 제공하는 고양시시설관리공단
고양시,주주동물원,관광휴게시설,국내 최초로 살아 있는 동물 전문 박물관으로 사업승인 받아 시민들에게 휴식공간을 제공하는 자연친화적 체험 학습장
고양시,행주산성,문화재,덕양산 정상을 중심으로 산등성이를 따라 흙으로 쌓은 토성?
고양시,장항제2공영주차장,교통관련시설,고양시 시설관리 공단에서 관리하는 라페스타 먹자골목 시설 옆 공영주차장
고양시,디지털아이디어 회의실,업무시설,장항동 M-city 내 영화 시각효과 전문업체 회의실 최첨단 장비로 세팅 되어 있다.
고양시,브로멕스타원 회의실,업무시설,고양지식정보산업진흥원 내 6층 9층 브로멕스 회의실
고양시,드림하이 세트장,,"KBS드라마 드림하이 세트장 600평형 창고를 개조한 공간(방, 이사장실, 강당, 회의실, 카페테리아)"
고양시,의정부지방법원 고양지원,치안시설,"고양시 소재의 지역의 민사, 형사, 가사 재판업무를 담당하는 법원"
고양시,장항동 585-6,주거시설,장항동 공장지대 지역 조용한 단독주택
고양시,의정부지방검찰청 고양지청 당직실,치안시설,의정부지방검찰청 고양지청 내부의 당직실
고양시,일산라페스타,위락/판매시설,독점적인 상권이 형성된 스트리트형 쇼핑몰 단지
고양시,일산병원,의료/장의시설,"지하 5층, 지상 13층의 첨단 의료시설을 갖춘 병원"
고양시,일산호수공원,관광휴게시설,총면적 약 30만평의 국내 최대 인공 호수
고양시,고양 KINTEX(킨텍스) 제2전시장,문화시설,"23만제곱미터, 건면적 11만제곱미터의 부지에 세워진 국제 규모의 전시, 컨벤션 공간"
고양시,고양 한류월드 부지,도시,경기도 사업 한류월드 공사부지
고양시,고양 가좌고등학교,교육연구시설,고양시 가좌지역에 최근에 설립된 고등학교
고양시,만리장성,일반생활시설,일산서구에 위치한 비어있는 중화요리집
