시설번호,시설유형,실내/실외,구,동,시설명,소재지주소,면적(㎡),설치일자,민간/공공구분,놀이기구종류,안전검사일(최종),안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,관리자 연락처,데이터기준일자
2849,주택단지,실외,분당구,구미동,까치마을 우방우성빌라 107동 놀이터,"경기도 성남시 분당구 금곡로 201 (구미동, 까치마을우성빌라)", 238 ,1994-11-30,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-11-06,Y,Y,N,031-712-4555,2021-06-30
2861,주택단지,실외,분당구,수내동,푸른마을아파트 102동 놀이터,"경기도 성남시 분당구 수내로 206 (수내동, 푸른마을 아파트)",,2010-11-24,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-11-06,Y,Y,N,,2021-06-30
2862,주택단지,실외,분당구,수내동,푸른마을아파트 201동 놀이터,"경기도 성남시 분당구 수내로 206 (수내동, 푸른마을 아파트)",,2010-11-24,민간,흔들놀이기구(6)+조합놀이대(1)+충격흡수용표면재(1),2020-11-06,Y,Y,N,,2021-06-30
2863,주택단지,실외,분당구,수내동,푸른마을아파트 502동 놀이터,"경기도 성남시 분당구 수내로 206 (수내동, 푸른마을 아파트)",,2010-11-24,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-11-06,Y,Y,N,,2021-06-30
2864,주택단지,실외,분당구,수내동,푸른마을아파트 510동 놀이터,"경기도 성남시 분당구 수내로 206 (수내동, 푸른마을 아파트)",,2010-11-24,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-11-06,Y,Y,N,,2021-06-30
2865,주택단지,실외,분당구,수내동,푸른마을아파트 604동 놀이터,"경기도 성남시 분당구 수내로 206 (수내동, 푸른마을 아파트)",,2010-11-24,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(1),2020-11-06,Y,Y,N,,2021-06-30
2866,주택단지,실외,분당구,수내동,푸른마을아파트 611동 놀이터,"경기도 성남시 분당구 수내로 206 (수내동, 푸른마을 아파트)",,2010-11-24,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-11-06,Y,Y,N,,2021-06-30
2868,주택단지,실외,분당구,야탑동,목련마을 SK아파트 601동 놀이터,"경기도 성남시 분당구 판교로743번길 7 (야탑동, 목련마을에스케이아파트)",,2010-11-24,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-12-18,Y,Y,N,031-709-9132,2021-06-30
2869,주택단지,실외,분당구,야탑동,목련마을 SK아파트 604동 놀이터,"경기도 성남시 분당구 판교로743번길 7 (야탑동, 목련마을에스케이아파트)",,2010-11-24,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-12-18,Y,Y,N,031-709-9132,2021-06-30
2906,주택단지,실외,분당구,야탑동,탑마을 동아빌라 놀이터,"경기도 성남시 분당구 성남대로 884-4 (야탑동, 탑마을동아연립주택)",,2010-11-29,민간,그네(1)+흔들놀이기구(3)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-12-16,Y,Y,N,031-701-2235,2021-06-30
2927,주택단지,실외,분당구,정자동,한솔마을 한일아파트 관리사무소앞,"경기도 성남시 분당구 백현로 234 (정자동, 한솔마을한일아파트)", 304 ,2010-12-13,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-09-08,Y,Y,N,,2021-06-30
2929,주택단지,실외,분당구,분당동,장안타운 한신라이프빌라,경기도 성남시 분당구 분당로263번길 68 (분당동),,1994-11-30,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-12-11,Y,Y,N,,2021-06-30
2931,주택단지,실외,분당구,정자동,한솔마을4단지 주공아파트 414동,"경기도 성남시 분당구 백현로 206 (정자동, 한솔마을주공4단지아파트)",,2010-12-03,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-08-06,Y,Y,N,031-713-1403,2021-06-30
2932,주택단지,실외,분당구,정자동,한솔마을4단지 주공아파트 416동,"경기도 성남시 분당구 백현로 206 (정자동, 한솔마을주공4단지아파트)",,2010-12-03,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-08-06,Y,Y,N,031-713-1403,2021-06-30
3072,도시공원,실외,분당구,야탑동,꿈동산(1호),경기 성남시 분당구 야탑동332, 424 ,2010-06-29,공공,그네(1)+회전놀이기구(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-10-21,Y,Y,N,031-729-7386,2021-06-30
3073,도시공원,실외,분당구,서현동,효자(33호),경기도 성남시 분당구 서현동 294, 482 ,2010-06-29,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-01-18,Y,Y,N,031-729-7462,2021-06-30
3104,도시공원,실외,분당구,정자동,느티마을(50호),경기도 성남시 분당구 정자동 91-1, 442 ,2010-08-23,공공,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-09-17,Y,Y,N,031-729-7462,2021-06-30
3105,도시공원,실외,분당구,서현동,양영(35호),경기도 성남시 분당구 서현동 317-1, 531 ,2010-08-23,공공,그네(1)+조합놀이대(1)+충격흡수용표면재(1),2021-06-18,Y,Y,N,031-729-7462,2021-06-30
3198,주택단지,실외,분당구,정자동,한솔마을 LG아파트 203동 놀이터,"경기도 성남시 분당구 정자로 143 (정자동, 한솔마을LG아파트)",,2010-11-25,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-11-06,Y,Y,N,,2021-06-30
3199,주택단지,실외,분당구,정자동,한솔마을 LG아파트 206동 놀이터,"경기도 성남시 분당구 정자로 143 (정자동, 한솔마을LG아파트)",,2010-11-25,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-11-06,Y,Y,N,,2021-06-30
3204,주택단지,실외,분당구,판교동,판교원마을7단지 모아미래도 707동앞 놀이터,"경기도 성남시 분당구 판교원로 237 (판교동, 판교원마을7단지아파트)",,2010-11-25,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-11-12,Y,Y,N,,2021-06-30
3205,주택단지,실외,분당구,판교동,판교원마을7단지 모아미래도 706동뒤 놀이터,"경기도 성남시 분당구 판교원로 237 (판교동, 판교원마을7단지아파트)",,2010-11-25,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-11-12,Y,Y,N,,2021-06-30
3206,주택단지,실외,분당구,판교동,판교원마을7단지 모아미래도 709동옆 놀이터,"경기도 성남시 분당구 판교원로 237 (판교동, 판교원마을7단지아파트)",,2010-11-25,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-11-12,Y,Y,N,,2021-06-30
3224,도시공원,실외,분당구,서현동,소공원 (28호),경기도 성남시 분당구 서현동 324, 451 ,2010-12-09,공공,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-11-30,Y,Y,N,031-729-7462,2021-06-30
16051,놀이제공영업소,실내,수정구,태평동,플레이타임 이마트성남점(대규모점포),"경기도 성남시 수정구 수정로 201 (태평동, 신세계쉐덴)", 107 ,2011-01-31,민간,충격흡수용표면재(1)+폐쇄형놀이기구(1),2019-08-07,Y,Y,N,031-721-5806,2021-06-30
16054,놀이제공영업소,실내,분당구,구미동,키즈파크키즈정글인 2호점(2001아울렛),경기도 성남시 분당구 미금일로154번길 20 (구미동), 8 ,2010-12-17,민간,조합놀이대(1)+충격흡수용표면재(1),2018-08-07,Y,Y,N,02-5249-1140,2021-06-30
16062,주상복합,실외,분당구,정자동,분당로얄팰리스 2층 놀이터,"경기도 성남시 분당구 성남대로 449 (정자동, 로얄팰리스)", 66 ,2002-11-01,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-12-03,Y,Y,N,031-785-5555,2021-06-30
16065,주상복합,실내,분당구,정자동,아이파크분당 1단지 103동 1층 실내놀이터,"경기도 성남시 분당구 정자일로 239 (정자동, 아이파크분당1)", 86 ,2003-05-30,민간,충격흡수용표면재(1)+폐쇄형놀이기구(1),2021-06-02,Y,Y,N,031-785-1901,2021-06-30
16066,주상복합,실외,분당구,정자동,아이파크분당 2단지 201동 3층 놀이터,"경기도 성남시 분당구 정자일로 239 (정자동, 아이파크분당1)", 47 ,2003-05-30,민간,흔들놀이기구(2)+충격흡수용표면재(1),2021-06-02,Y,Y,N,031-785-1901,2021-06-30
16067,주상복합,실외,분당구,정자동,아이파크분당 3단지 302동 후문 놀이터,"경기도 성남시 분당구 정자일로 239 (정자동, 아이파크분당1)", 52 ,2003-05-30,민간,흔들놀이기구(3)+충격흡수용표면재(1),2021-06-02,Y,Y,N,031-785-1901,2021-06-30
16068,주상복합,실내,분당구,정자동,아이파크분당 3단지 302동 2층 실내놀이터,"경기도 성남시 분당구 정자일로 239 (정자동, 아이파크분당1)", 56 ,2003-05-30,민간,충격흡수용표면재(1)+폐쇄형놀이기구(1),2021-06-02,Y,Y,N,031-785-1901,2021-06-30
16069,주상복합,실외,분당구,금곡동,코오롱더프라우 놀이터,"경기도 성남시 분당구 정자일로 27 (금곡동, 코오롱더프라우아파트)", 113 ,2004-03-26,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-11-04,Y,Y,N,031-726-3843,2021-06-30
16079,주상복합,실외,분당구,정자동,더샾스타파크 104동 놀이터,"경기도 성남시 분당구 정자일로 121 (정자동, 더샵스타파크)", 187 ,2007-02-06,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-07-23,Y,Y,N,031-86-48320,2021-06-30
16080,주상복합,실외,분당구,정자동,더샾스타파크 102동 놀이터,"경기도 성남시 분당구 정자일로 121 (정자동, 더샵스타파크)", 485 ,2007-02-06,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-07-23,Y,Y,N,031-86-48320,2021-06-30
16081,종교시설,실내,분당구,백현동,하나님의교회 세계복음선교협회(판교성전),경기도 성남시 분당구 판교역로 35 (백현동), 30 ,2016-04-30,민간,충격흡수용표면재(1)+폐쇄형놀이기구(1),2021-05-31,Y,Y,N,031-738-5951,2021-06-30
16086,도시공원,실외,분당구,야탑동,하늘(2호),경기도 성남시 분당구 야탑동 337번지, 312 ,2011-08-19,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2021-06-11,Y,Y,N,031-729-7386,2021-06-30
16087,도시공원,실외,분당구,야탑동,야탑(분당3호),경기도 성남시 분당구 야탑동 340번지, 361 ,1994-05-23,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-08-28,Y,Y,N,031-729-7386,2021-06-30
16088,도시공원,실외,분당구,야탑동,연꽃(4호),경기도 성남시 분당구 야탑동 206번지, 205 ,2011-08-22,공공,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2021-06-11,Y,Y,N,031-729-7386,2021-06-30
16089,도시공원,실외,분당구,야탑동,새싹(6호),경기도 성남시 분당구 야탑동 208번지, 370 ,2011-08-19,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-06-10,Y,Y,N,031-729-7386,2021-06-30
16091,도시공원,실외,분당구,야탑동,중탑(9호),경기도 성남시 분당구 야탑동301번지, 569 ,1994-05-23,공공,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1)+철봉(1)+기타(1),2020-08-28,Y,Y,N,031-729-7386,2021-06-30
16093,도시공원,실외,분당구,야탑동,종달새(11호),경기도 성남시 분당구 야탑동 534번지, 392 ,1993-11-12,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2021-06-10,Y,Y,N,031-729-7386,2021-06-30
16099,도시공원,실외,분당구,이매동,아름(21호),경기도 성남시 분당구 이매동 134번지, 437 ,1993-11-11,공공,그네(1)+회전놀이기구(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-08-28,Y,Y,N,031-729-7386,2021-06-30
16102,도시공원,실외,분당구,이매동,이매길(24호),경기도 성남시 분당구 이매동 148번지, 453 ,2011-08-22,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-06-10,Y,Y,N,031-729-7386,2021-06-30
16108,도시공원,실외,분당구,서현동,분당(32호),경기도 성남시 분당구 서현동 94-1번지, 393 ,2011-08-22,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1)+기타(2),2020-10-22,Y,Y,N,,2021-06-30
16113,도시공원,실외,분당구,분당동,장안(39호),경기도 성남시 분당구 분당동 89번지, 498 ,1994-06-30,공공,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-08-27,Y,Y,N,,2021-06-30
16115,도시공원,실외,분당구,분당동,태현(41호),경기도 성남시 분당구 분당동162번지, 31 ,1994-06-30,공공,조합놀이대(1)+충격흡수용표면재(1),2020-08-27,Y,Y,N,,2021-06-30
16123,도시공원,실외,분당구,구미동,까치마을(61호),경기도 성남시 분당구 구미동 73번지, 175 ,2011-07-13,공공,흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(2),2021-06-14,Y,Y,N,,2021-06-30
16125,도시공원,실외,분당구,구미동,수평(65호),경기도 성남시 분당구 구미동138번지, 150 ,2011-07-13,공공,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2021-06-14,Y,Y,N,,2021-06-30
16127,도시공원,실외,분당구,구미동,골안(69호),경기도 성남시 분당구 구미동 281번지, 191 ,2011-07-13,공공,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2021-06-11,Y,Y,N,,2021-06-30
16128,도시공원,실외,분당구,구미동,불곡(70호),경기도 성남시 분당구 구미동 294번지, 181 ,2011-07-13,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-06-11,Y,Y,N,,2021-06-30
16129,도시공원,실외,분당구,구미동,덕봉(74호),경기도 성남시 분당구 구미동 279번지, 210 ,2011-07-13,공공,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2021-06-11,Y,Y,N,,2021-06-30
16130,도시공원,실외,분당구,구미동,넘말(75호),경기도 성남시 분당구 구미동 239번지, 215 ,2011-07-13,공공,흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2021-06-11,Y,Y,N,,2021-06-30
16131,도시공원,실외,분당구,구미동,큰골(76호),경기도 성남시 분당구 구미동 252번지, 180 ,2011-07-13,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-06-11,Y,Y,N,,2021-06-30
16133,도시공원,실외,분당구,동원동,동원동 어린이공원,경기도 성남시 분당구 동원동110-4번지, 180 ,2003-01-01,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2021-06-11,Y,Y,N,031-729-7461,2021-06-30
16134,도시공원,실외,분당구,궁내동,궁내동 어린이공원,경기도 성남시 분당구 궁내동352-6, 182 ,2002-01-01,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-04-16,Y,Y,N,031-729-7462,2021-06-30
16140,주택단지,실외,분당구,서현동,시범한양아파트 305동,"경기도 성남시 분당구 중앙공원로 17 (서현동, 시범단지한양아파트)", 328 ,1991-09-30,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(1),2020-11-25,Y,Y,N,031-701-8050,2021-06-30
16141,주택단지,실외,분당구,서현동,시범한양아파트 308동,"경기도 성남시 분당구 중앙공원로 17 (서현동, 시범단지한양아파트)", 328 ,1991-09-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-11-25,Y,Y,N,031-701-8050,2021-06-30
16142,주택단지,실외,분당구,서현동,시범한양아파트 317동,"경기도 성남시 분당구 중앙공원로 17 (서현동, 시범단지한양아파트)", 427 ,1991-09-30,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(1),2020-11-25,Y,Y,N,031-701-8050,2021-06-30
16143,주택단지,실외,분당구,서현동,시범한양아파트 319동,"경기도 성남시 분당구 중앙공원로 17 (서현동, 시범단지한양아파트)", 193 ,1991-09-30,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(1),2020-11-25,Y,Y,N,031-701-8050,2021-06-30
16144,주택단지,실외,분당구,서현동,시범한양아파트 321동,"경기도 성남시 분당구 중앙공원로 17 (서현동, 시범단지한양아파트)", 427 ,1991-09-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-11-25,Y,Y,N,031-701-8050,2021-06-30
16145,주택단지,실외,분당구,서현동,시범한양아파트 324동,"경기도 성남시 분당구 중앙공원로 17 (서현동, 시범단지한양아파트)"," 1,533 ",1991-09-30,민간,그네(2)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-11-25,Y,Y,N,031-701-8050,2021-06-30
16146,주택단지,실외,분당구,서현동,시범한양아파트 327동,"경기도 성남시 분당구 중앙공원로 17 (서현동, 시범단지한양아파트)", 21 ,1991-09-30,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(1),2020-11-25,Y,Y,N,031-701-8050,2021-06-30
