업종명,업소명,소재지(도로명),소재지전화
일반음식점,홀딱반할떡볶이 미사점,"경기도 하남시 미사강변한강로334번길 43, 1층 (망월동)",
일반음식점,통큰두마리찜닭@수원왕갈비통닭 미사점,"경기도 하남시 미사강변서로 45, 제상가308동 109호 (풍산동, 미사강변동원로얄듀크)",
일반음식점,사람사는고깃집 김일도,"경기도 하남시 미사강변중앙로 164, 미타워 1층 108,109,110호 (망월동)",031 -791 -0495
일반음식점,바른도시락,"경기도 하남시 미사강변동로 85, 힐스테이트 에코 미사 1층 140호 (망월동)",
일반음식점,쑥이네,"경기도 하남시 신장1로3번길 31, 새서울빌딩 1층 (신장동)",031 -795 -1512
일반음식점,PEOPLES(피플스),"경기도 하남시 덕풍북로251번길 35, 1층 (덕풍동)",031 -796 -1996
일반음식점,더치앤빈,"경기도 하남시 하남대로 947, 하남테크노밸리 U1 CENTER A동 1층 151b호 (풍산동)",031 -796 -1996
일반음식점,"오늘,와인한잔 미사역점","경기도 하남시 미사강변중앙로170번길 12, 미사신성타워 1층 103,104호 (망월동)",031 -699 -7748
일반음식점,완차이,"경기도 하남시 미사강변대로 212, 미사센트럴프라자 1층 119호 (망월동)",031 -796 -6688
일반음식점,언피니쉬드,"경기도 하남시 미사강변서로 16, 하우스디스마트밸리 1층 알118호 (풍산동)",031 -5175-7099
일반음식점,홍미김밥,"경기도 하남시 미사강변한강로334번길 18, 1층 (망월동)",031 -793 -0278
일반음식점,80 kitchen(80키친),"경기도 하남시 미사강변한강로224번길 19, 세현하우스 1층 (망월동)",031 -795 -2795
일반음식점,함무바 돼지 국밥,"경기도 하남시 미사강변남로 131, 퀸즈파크 미사2차 1층 112호 (망월동)",031 -763 -8893
일반음식점,갱여사네 홍떡,"경기도 하남시 신평로 39-13, 1층 (덕풍동)",031 -792 -2882
일반음식점,에스티포 48(st.PHO 48),"경기도 하남시 미사강변대로 48, 해든마루빌딩 1층 109,110,111호 (풍산동)",
일반음식점,엔칙스치킨 미사강변점,"경기도 하남시 미사강변중앙로204번길 22, 미사 마이움 센트럴 아케이드 1층 111호 (망월동)",031 -796 -2146
일반음식점,(주)정우푸드,"경기도 하남시 학암로 37, 1층 (감이동)",
일반음식점,부뚜막,"경기도 하남시 수리북로 30, 1층 (덕풍동)",
일반음식점,무봉리 토종 순대국,"경기도 하남시 대청로 50-1, 백송한신아파트 상가동 1층 21호 (신장동)",031 -792 -0097
일반음식점,수유리 찌개백반,"경기도 하남시 미사강변중앙로 226, 우성르보아파크 1층 114호 (망월동)",031 -795 -3255
일반음식점,리버스텔라푸드,"경기도 하남시 미사대로 550, 현대지식산업센터 한강미사 2층 0C02-0066~0C02-0071호 (덕풍동)",
일반음식점,우주최강도시락 미사점,"경기도 하남시 미사강변대로 62, 바토프라자 1층 108호 (풍산동)",031 -794 -8838
일반음식점,완벽한생갈비,"경기도 하남시 미사강변한강로334번안길 21, 1층 (망월동)",031 -795 -3909
일반음식점,호시정,"경기도 하남시 세미로1길 5, 힐즈파크프라자 1층 103호 (풍산동)",070 -8906-3909
일반음식점,루시보아 케이터링,"경기도 하남시 검단산로102번길 58, 1층 (하산곡동)",031 -793 -4729
일반음식점,바른돈부리,"경기도 하남시 미사강변대로 38, 위너스프라자 2층 210호 (풍산동)",070 -8844-7004
일반음식점,삼겹무쌍,"경기도 하남시 미사강변동로 125, 미사푸르지오시티 A동 3층 329호 (망월동)",031 -794 -4354
일반음식점,후라이드참잘하는집,"경기도 하남시 위례광장로 265, 상가2동 1층 116호 (학암동, 위례신도시 엠코타운 센트로엘)",
일반음식점,위례 식당,"경기도 하남시 위례학암로13번길 14, 1층 (학암동)",02  -2043-4242
일반음식점,돈소풍,"경기도 하남시 천현로 120, 1,2층 (천현동)",
일반음식점,미사국수우동집,"경기도 하남시 미사강변동로 85, 힐스테이트 에코 미사 1층 120호 (망월동)",031 -795 -1189
일반음식점,반장떡볶이 미사역점,"경기도 하남시 미사강변남로 91, 르보아파크 Ⅱ 1층 110호 (망월동)",031 -795 -2577
일반음식점,우리소 육회생각,"경기도 하남시 미사강변한강로342번길 20-1, 1층 (망월동)",031 -793 -6636
일반음식점,도둑냉면,"경기도 하남시 미사강변대로34번길 100, 미사타워 1층 109호 (풍산동)",031 -794 -8897
일반음식점,호식이두마리치킨 신장점,"경기도 하남시 신장1로9번길 31, 1층 (신장동)",031 -793 -9244
일반음식점,수수한식탁,"경기도 하남시 미사강변대로 38, 위너스프라자 2층 210-1,211호 (풍산동)",
일반음식점,정온,"경기도 하남시 신평로168번길 124, 1층 (신장동)",031 -792 -2947
일반음식점,서임 한식부페,"경기도 하남시 미사강변한강로 155, 미사강변 SK V1 center 2층 201~204호 (망월동)",
일반음식점,미사고봉손칼국수,"경기도 하남시 미사강변동로 125, 미사푸르지오시티 A동 1층 107호 (망월동)",031 -792 -7765
일반음식점,YELLOW75 CAFE(옐로우75 카페),"경기도 하남시 초광산단로 75, 1,2층 (광암동)",
일반음식점,국가대표,"경기도 하남시 신장로 145, 1층 (덕풍동)",031 -794 -1190
일반음식점,보석어묵CAFE,"경기도 하남시 미사강변남로 131, 퀸즈파크 미사2차 2층 214호 (망월동)",
일반음식점,하남신짬뽕,"경기도 하남시 미사강변북로30번길 130, 2층 201호 (망월동)",031 -792 -9922
일반음식점,YABANDOJU(야반도주),"경기도 하남시 미사강변중앙로 193, 에코브리지 1층 115호 (망월동)",
일반음식점,매운갈비찜,"경기도 하남시 미사강변한강로 150, 1층 (망월동)",
일반음식점,무봉리토종순대국&인생해장국 풍산점,"경기도 하남시 미사대로 550, 현대지식산업센터 한강미사 1층 0C01-0028,0C01-0029호 (덕풍동)",031 -8027-3833
일반음식점,제주돈사돈 미사강변점,"경기도 하남시 미사강변대로226번안길 21, 파인빌딩 1층 103,104,105,106,107,108호 (망월동)",031 -791 -6959
일반음식점,경양카츠 하남미사점,"경기도 하남시 미사강변북로30번안길 27, 1층 (망월동)",070 -4064-4226
일반음식점,경성술집 하남덕풍점,"경기도 하남시 덕풍동로 111-21, KNMALL 2층 209호 (덕풍동)",
일반음식점,뉴욕핫도그앤커피 하남미사역점,"경기도 하남시 미사강변중앙로 181, 1층 111호 (망월동)",
일반음식점,빅마마,"경기도 하남시 수리남로6번길 1, 1층 (덕풍동)",031 -793 -3095
일반음식점,신선미 미사리우동(위례점),"경기도 하남시 위례순환로 270, 근린생활시설동 지하1층 105호 (학암동, 위례그린파크 푸르지오)",02  -448 -5353
일반음식점,본죽&비빔밥cafe 미사역점,"경기도 하남시 미사강변남로 103, 미사랑데르Ⅲ 1층 113호 (망월동)",031 -793 -6288
일반음식점,아테나 하남점,"경기도 하남시 미사강변중앙로 218, 성산타워 3층 302호 (망월동)",070 -4230-7009
일반음식점,족발먹은보쌈,"경기도 하남시 미사강변대로226번안길 25, 디럭스프라자1 1층 104호 (망월동)",031 -793 -9305
일반음식점,단오방 떡볶이,"경기도 하남시 미사강변대로226번안길 9, 미사드림타워 1층 105호 (망월동)",031 -796 -2350
일반음식점,페리카나 풍산마실점,"경기도 하남시 미사강변한강로334번안길 13, 1층 (망월동)",
일반음식점,닥치고 곱창,"경기도 하남시 미사강변대로 55-1, 미사강변 더샵 센트럴포레 상가동 1층 103호 (풍산동)",031 -794 -9255
일반음식점,서청미역 하남점,"경기도 하남시 하남대로 947, 하남테크노밸리 U1 CENTER A동 1층 172호 (풍산동)",031 -5180-3788
일반음식점,오빠네 옛날떡볶이,"경기도 하남시 미사강변대로226번안길 9, 미사드림타워 1층 103호 (망월동)",031 -792 -5288
일반음식점,완벽한인생 하남미사점,"경기도 하남시 미사강변중앙로204번길 21, 미사엘큐브 1층 108,109,110호 (망월동)",031 -795 -8986
일반음식점,정가네 돈오리,"경기도 하남시 검단산로 209, 1층 (창우동)",
일반음식점,하남오징어.물회,"경기도 하남시 하남대로801번길 74, 하이렉스오피스텔 1층 101호 (신장동)",
일반음식점,채선당자연한가득 하남미사점,"경기도 하남시 미사대로 456, 라파르코 3층 310,311,312,313호 (망월동)",031 -796 -1510
일반음식점,족발당,"경기도 하남시 미사강변한강로 290-3, 미사강변도시씨3단지 상가동 1층 120,121호 (망월동)",031 -795 -5985
일반음식점,맛있는돈까스,"경기도 하남시 미사강변한강로158번길 21, 1층 (망월동)",
일반음식점,리가든 하남미사점,"경기도 하남시 미사강변중앙로 193, 에코브리지 1층 117,118호 (망월동)",031 -792 -9240
일반음식점,쌍문동맥주다방,"경기도 하남시 미사강변중앙로 173, 미사 리버에비뉴 1층 108호 (망월동)",
일반음식점,신마피아 떡볶이 미사점,"경기도 하남시 미사강변한강로220번길 40, 1층 (망월동)",031 -8028-0229
일반음식점,수라상 한식전문,"경기도 하남시 미사강변동로 73, 미사강변 노블레스 2층 208호 (망월동)",031 -793 -6343
일반음식점,신참떡볶이 하남덕풍점,"경기도 하남시 덕풍동로 111-10, 트윈렉스1 A동 1층 122호 (덕풍동)",031 -796 -7730
일반음식점,에나버,"경기도 하남시 미사강변대로 48, 해든마루빌딩 1층 107,108호 (풍산동)",
일반음식점,(주)돈화지 미사직영점,"경기도 하남시 미사강변중앙로 220, 우성미사타워 2층 203호 (망월동)",
일반음식점,감탄 미사스마트밸리점,"경기도 하남시 미사강변서로 16, 하우스디스마트밸리 1층 알103호 (풍산동)",
일반음식점,하남골,"경기도 하남시 미사강변동로 73, 미사강변 노블레스 2층 205,206호 (망월동)",031 -793 -0233
일반음식점,모모커피,"경기도 하남시 미사강변중앙로 212, 미사강변 안강프라이빗뷰 1층 108호 (망월동)",
일반음식점,산카이,"경기도 하남시 미사강변북로30번길 158, 1층 (망월동)",031 -794 -3425
일반음식점,앗싸!곱창,"경기도 하남시 미사강변동로 125, 미사푸르지오시티 A동 1층 A-103호 (망월동)",031 -792 -4789
일반음식점,멀티푸드 하남점,"경기도 하남시 미사강변중앙로198번길 35, 우성르보아리버 3층 302호 (망월동)",
일반음식점,헤르츠-Hz,"경기도 하남시 신평로 83, 진모루마을 현대아파트 상가 2층 201,202호 (덕풍동)",
일반음식점,카페잇템,"경기도 하남시 미사강변중앙로 200, e편한세상 시티 미사 3층 307,308호 (망월동)",031 -699 -8705
일반음식점,돼지궁디,"경기도 하남시 미사강변대로 38, 위너스프라자 2층 210호 (풍산동)",070 -8824-7000
일반음식점,램프리,"경기도 하남시 미사강변중앙로170번길 10, 신성프라자  I 2층 204호 (망월동)",031 -792 -1922
일반음식점,학암로39,"경기도 하남시 학암로 39, 1층 (감이동)",
일반음식점,연경,"경기도 하남시 덕풍동로 111-33, 하남푸르지오시티 1층 106호 (덕풍동)",031 -793 -3232
일반음식점,스마일찹쌀꽈배기,"경기도 하남시 미사강변북로30번길 159, 와이큐브하우스 1층 (망월동)",031 -796 -6269
일반음식점,고골장터국밥,"경기도 하남시 서하남로 438, 2층 (춘궁동)",031 -796 -1414
일반음식점,더(The) 두툼(숙성회),"경기도 하남시 미사강변대로 38, 위너스프라자 2층 209,209-1호 (풍산동)",031 -794 -1444
일반음식점,원조명품진갈비 미사점,"경기도 하남시 미사강변대로 48, 해든마루빌딩 2층 203,204,205,206호 (풍산동)",
일반음식점,우설화 하남미사점 (주)신화케이푸드,"경기도 하남시 미사대로 430, 힐스테이트에코미사강변 2층 201,202,203,204호 (망월동)",031 -796 -4896
일반음식점,천지연 하남미사점 (주)신화케이푸드,"경기도 하남시 미사대로 430, 힐스테이트에코미사강변 1층 101~107호 (망월동)",031 -796 -0738
일반음식점,긴자 하남미사점 (주)신화케이푸드,"경기도 하남시 미사대로 430, 힐스테이트에코미사강변 2층 205~210호 (망월동)",031 -796 -5446
일반음식점,어묵나라(미사점),"경기도 하남시 미사강변대로 216, 한강트윈프라자2 1층 109호 (망월동)",
일반음식점,수변풍천장어,"경기도 하남시 미사강변중앙로 190, 하남미사 롯데캐슬 스타 1층 146호 (망월동)",031 -792 -9242
일반음식점,푸라닭 하남미사역점,"경기도 하남시 미사강변중앙로 193, 에코브리지 1층 101호 (망월동)",031 -795 -9206
일반음식점,더술집,"경기도 하남시 미사강변중앙로 190, 하남미사 롯데캐슬 스타 1층 145호 (망월동)",
일반음식점,「배달짜글oh짜글」 하남풍산동점,"경기도 하남시 미사강변서로 16, 하우스디스마트밸리 지하1층 알비156호 (풍산동)",031 -5175-7288
일반음식점,온누리,"경기도 하남시 하남대로801번길 65, 1층 104,118호 (신장동)",031 -793 -6618
일반음식점,강남대패&샤브,"경기도 하남시 미사강변중앙로170번길 10, 신성프라자  I 2층 205,206호 (망월동)",031 -792 -7935
일반음식점,불타는여고24시떡볶이,"경기도 하남시 역말로 46-1, 1층 (덕풍동)",031 -791 -1925
일반음식점,진산식당,"경기도 하남시 하남대로 1043-17, 1층 107호 (풍산동)",
일반음식점,와인살롱/덕풍살롱,"경기도 하남시 덕풍남로 10, 1층 (덕풍동)",
일반음식점,Joo Bar(주 바),"경기도 하남시 미사강변중앙로170번길 10, 신성프라자  I 3층 311,312,313호 (망월동)",
일반음식점,미스사이공 미사센텀비즈점,"경기도 하남시 조정대로 45, 미사센텀비즈 1층 알145호 (풍산동)",031 -7175-3332
일반음식점,봉조불닭발,"경기도 하남시 미사강변북로30번길 143, 1층 (망월동)",031 -796 -0988
