,name,소개,상세 정보,이용 시간,요금 정보,장소 특성,주요목적,주요목적 기타,평균 소요 시간,경사도(난이도),편의시설,기타 상세,장애인 시설정보,장애인 활동 보조 필요성,부대시설,숙박 업종,대표 메뉴 상세,금연여부,등급,룸개수,셔틀버스 운행 여부,애완동물동반허용여부,조식제공 여부,예약 가능 여부,노키즈존,대표 메뉴,방 보유,유아 서비스,유아 서비스 상세,부대시설 기타,Late체크인여부,공항교통편,장애인전용객실여부,유아 서비스 기타,취급품목,취급품목 기타,택배배송여부
77,너븐숭이 4.3기념관,제주 4.3의 상징인 조천읍 북촌리에 4.3 희생자들을 위로하여 후세들의 산 교육장으로 활용하는 기념관,"둘째, 넷째 월요일 휴무 / 1월1일, 설연휴기간, 추석연휴기간","평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00",무료,실내+실외,"공연/전시,기타",문화관광,1~2시간,하,"공용주차장,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
78,아부오름,제주의 오름을 좀 더 가깝게 느낄 수 있는 아부오름,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,우도 비양도,"우도 섬 속에 또 하나의 섬, 비양도",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,월령선인장군락지,이국적인 분위기를 풍기는 선인장 군락지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,여미지식물원,마음의 안식을 주는 동양 최대의 온실 식물원,"연중무휴(옥외정원은 일몰시까지 관람 가능) 단, 입장권은 폐장 30분전까지만 판매","평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","유료,장애인 할인 입장료 : 7.000원",실내,"공연/전시,포토스팟",,2~3시간,중,"공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
82,제주유리의성,국내 최대 규모의 유리 조형예술체험 테마파크,연중 무휴 / 18:00 매표마감/체험이용시간 09:00~17:30,"평일 : 09:00 ~ 19:00 , 주말 : 09:00 ~ 19:00","유료,장애인 입장료 : 9.000원(1-3급 동행 1인까지)",실내+실외,"포토스팟,기타,공연/전시",,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
83,녹산로유채꽃길,노란 유채꽃이 아름다운 길,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,함덕백사장 & 서우봉,함덕 대대본부에 주둔한 군인들에 의해 많은 사람들이 희생된 곳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,거문오름(UNESCO 세계자연유산),대한민국 유일의 세계자연유산 거문오름,"매주 화요일 휴무 / 전화예약 및 인터넷 예약은 탐방 희망 전 달 1일부터 선착순으로 이뤄지고, 당일 예약은 불가","평일 : 09:00 ~ 13:00 , 주말 : 09:00 ~ 13:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설","UNESCO 세계자연유산,UNESCO 세계지질공원",,,,,,,,,,,,,,,,,,,,,,,,,
86,소인국테마파크,세계 각국의 유명건축물을 한번에 볼 수 있는 테마공원,8시 30분~일몰1시간전,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","유료,성인 9.000원 / 청소년 7.000원 / 경로, 장애인 외 7.000원 / 어린이 5.000원",실외,"공연/전시,기타",,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
87,렛츠런팜제주,"제주 렛츠런팜은 국내 경주마를 육성하고 관리하는 목장이다. 200만㎡가 넘는 면적에 마사와 교배소, 동물병원, 조교용 주로 등을 갖췄다.","매주 월요일,화요일 및 임시 지정 휴무일","평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00",,,,,,,"공용주차장,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
88,오라동 청보리-메밀꽃밭,한라산 아래 드넓은 청보리-메밀꽃의 향연,전용주차장 주차 필수,,"유료,1000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,제주민속촌,제주도 삶의 원형을 간직한 곳,"연중 무휴/ 동절기(10월~2월) - 08:30~17:00, 3월 ~17:30, 하절기(4월~7월15일, 9월) - ~18:00, 성수기(7월16일~8월) - ~18:30 홈페이지 참조","평일 : 08:30 ~ 17:00 , 주말 : 08:30 ~ 17:00","유료,장애인 할인 입장료 : 7.700원",실외,포토스팟,,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,편의점,음료대,경보 및 피난시설,임산부 휴게시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
90,하도해변,수심이 얕아 어린아이들도 물놀이 하기 좋은 동쪽의 작은 해변,,,,,,,,,"공용주차장,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
91,수월봉 지질트레일,오누이의 효심이 담긴 이야기가 있는 지질트레일,,,,,,,,,"화장실,편의점","UNESCO 세계지질공원,지오브랜드",,,,,,,,,,,,,,,,,,,,,,,,,
92,안덕계곡,"'구가의 서' 촬영지, 제주의 아름다운 계곡 중 하나로 꼽히는 신비한 안덕계곡",연중무휴,,,,,,,,"공용주차장,화장실,유도 및 안내시설",,,,,,,,,,,,,,,,,,,,,,,,,,
93,헬로키티아일랜드,많은 사랑을 받고있는 헬로키티 전시관,연중무휴 / 동절기 : 09:00 ~ 18:00 / 매표마감(한시간전까지),"평일 : 09:00 ~ 20:00 , 주말 : 09:00 ~ 20:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
94,제주러브랜드,성을 주제로 한 현대적 감각의 테마조각공원,9:00 ~ 24:00 (매표 9:00 ~ 23:00) / 연중 무휴,"평일 : 09:00 ~ 24:00 , 주말 : 09:00 ~ 24:00","유료,장애인 입장료 : 10.000원(1-3급 동행1인까지)",실내+실외,공연/전시,,1~2시간,중,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
95,항파두리항몽유적지,고려시대 몽골의 침략에 끝까지 저항했던 삼별초가 최후까지 항전하여 호국충정의 혼을 일깨울수 있는 역사유적지,,"평일 : 08:30 ~ 18:00 , 주말 : 08:30 ~ 18:00",무료,실외,공연/전시,,1시간 미만,하,"공용주차장,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
96,제주조천스위스마을,제주에서 느껴보는 스위스 색채와 감성,연중무휴,,,,,,,,"현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점",,,,,,,,,,,,,,,,,,,,,,,,,,
97,"군산(군산오름,코메오름)","황홀한 저녁 노을을 바라보며, 패러글라이딩을 즐길 수 있는 곳 · 올레8코스",,,무료,실외,기타,오름,1시간 미만,하,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,박물관은 살아있다,다섯개의 착시체험 테마로 이루어진 눈속임테마파크,연중무휴 / 매표마감 20:30,"평일 : 09:00 ~ 21:30 , 주말 : 09:00 ~ 21:30","유료,장애인 할인 입장료 10.000원",실내,"공연/전시,포토스팟",,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설",,,,,,,,,,,,,,,,,,,,,,,,,,
99,본태박물관,차용된 빛과 물이 조화롭게 어우러진 박물관,이용시간 : 오전 10:00 ~ 오후6:00 (연중무휴),"평일 : 10:00 ~ 18:00 , 주말 : 10:00 ~ 18:00",,,,,,,,우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
100,용연,"용연을 잇는 다리, 용연구름다리 · 제주시 용담2동 · 제주도기념물 제57호 · 올레17코스",,,,,,,,,"공용주차장,화장실,음료대",,,,,,,,,,,,,,,,,,,,,,,,,,
101,제주레일바이크,천천히 구좌읍의 풍경을 담는 여행,동절기: 09:00 ~ 17:00 하절기: 09:00 ~ 17:30,"평일 : 09:00 ~ 17:30 , 주말 : 09:00 ~ 17:30","유료,비용: 3만 원(2인승), 4만 원(3인승), 4만 8천 원(4인승) =>장애인 30%할인",실외,체험,,1시간 미만,상,"공용주차장,현금결제,카드결제,화장실,편의점",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
102,한담해변,해안길을 따라 산책할 수 있는 제주의 숨은 비경,,,,,,,,,"공용주차장,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
103,한라산어리목코스,어리목입구-윗새오름 간 한라산 탐방로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,김경숙해바라기농장,노란 물결의 해바라기가 펼쳐진 해바라기 농장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,선운정사,"불교문화와 제주문화의 만남, 아름다운 야경을 자랑하는 선운정사",일몰후 ~ 21시(하절기 22시 / 우천시 휴무),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,성읍마을,문화유산과 조화롭게 살아가는 성읍주민들의 모습에서 제주의 옛모습을 엿보다,연중무휴,"평일 : 00:00 ~ 00:00 , 주말 : 00:00 ~ 00:00",무료,실외,"공연/전시,포토스팟",,1~2시간,하,"공용주차장,화장실,무료 WIFI,편의점,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
107,세계자동차 & 피아노박물관,인간이 만든 가장 위대한 발명품인 역동적인 자동차와 인간의 감성을 가장 잘 표현해주는 악기. 예술의 상징 피아노의 역사와 문화의 모든 것,연중무휴. 09:00 - 18:00 (17:30분 매표마감).,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","유료,유료,성인 13.000원 / 중/고생12.000원 / 경로, 장애인 외 10.000원",실내,공연/전시,,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,흡연구역,음료대,유도 및 안내시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
108,우도등대,섬속의 섬 우도에 위치한 등대의 풍경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,환상숲 곶자왈공원,제주도의 진짜 자연을 볼 수 있는 에코힐링여행,"동절기(11월~2월) 9:00~17:00 (마지막 해설 16시), 하절기(3월~10월) 9:00~18:00 (마지막 해설 17시)2.이용상세안내 09:00/10:00/11:00/12:00/13:00/14:00/15:00/16:00/17:00 일요일은 13시부터 운영됩니다.",,,,,,,,"공용주차장,현금결제,카드결제,화장실,흡연구역,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
110,남원큰엉해변,때묻지 않은 기암절벽이 아름다운 해양경승지,,"평일 : 00:00 ~ 00:00 , 주말 : 00:00 ~ 00:00",무료,실외,기타,전망 관람,1시간 미만,중,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,서우봉,푸른 바다와 예쁜 유채꽃밭이 어우러진 멋진 풍경이 있는 곳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,섯알오름,역사의 아픔을 간직한곳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,제주특별자치도 도립미술관,예술의 빛과 숨결이 넘치는 숲속의 미술관,"7월~9월 : 오전 9시 오후 8시 / 휴관 : 매주 월요일, 1월 1일, 설날, 추석","평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","유료,어른 2,000원, 청소년 1,000원, 어린이 500원 / 장애인, 경로, 6세 이하 무료 / 제주도민 50% 할인",실내,공연/전시,,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터",,,,,,,,,,,,,,,,,,,,,,,,,,
114,김녕 지질트레일,"바당밭, 빌레왓을 일구며 동굴 위에서 살았던 주민들의 삶의 원형을 만날 수 있는 김녕 지질트레일",,,,,,,,,,지오브랜드,,,,,,,,,,,,,,,,,,,,,,,,,
115,서귀포잠수함(대국해저관광),세계최대 연산호군락지와 해저 비경을 발견하는 잠수함체험,연중무휴 / 해상풍랑경보이상 발효시 휴무,"평일 : 07:20 ~ 18:40 , 주말 : 07:45 ~ 18:50",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
116,아날로그감귤밭,"감귤체험, 포토스팟, 아날로그 감성이 있는 곳",화요일 휴무,"평일 : 10:00 ~ 18:00 , 주말 : 10:00 ~ 18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,제주허브동산,"150여종 허브와 꽃을 만날 수 있는 허브동산, 밤이 즐거운 야간명소","동절기 17:30, 하절기 18:30부터 야간입장 / 미디어파사드 : 하루 2회 / 19:30, 20:30 (우천 시 미디어파사드 공연 취소) / 족욕체험 가능 시간 : 10:20 ~ 18:30 (족욕체험 20~30분 소요)","평일 : 09:30 ~ 22:00 , 주말 : 09:30 ~ 22:00","유료,성인(20~65세) : 12,000원 / 경로 (만65세 이상) , 군.경 장애인(1,2급) , 청소년 (14~19세) : 10,000원 / 어린이 (36개월부터) :9,000원",실내+실외,포토스팟,,1~2시간,중,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
118,평대리해변,동쪽바다의 정취를 호젓하게 즐길 수 있는 곳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,감귤박물관,"감귤에 대한 모든 것을 보고, 느끼고, 체험할 수 있는 박물관","1월1일, 설날, 추석","평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","유료,장애인 할인 입장료 : 무료",실내+실외,"공연/전시,체험",,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
120,이니스프리제주하우스,체험과 스토리가 있는 미식이 있는 이니스프리 코스메틱 및 카페,,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
121,제주올레 7코스,"새연교와 문섬, 범섬이 보인는 서귀포 해안을 따라 걷기",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,지미봉,제주도의 푸른바다를 품고 싶을 때 가는 오름,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,코코몽 에코파크,아이들의 오감을 자극하는 친환경 프리미엄 테마파크,연중무휴 정상영업기간 3월~10월 10:00~18:00\ 단축영업기간 11월~2월 10:00~17:30 폐장 1시간 전 입장 마감,,,,,,,,"공용주차장,현금결제,카드결제,화장실,편의점,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
124,퍼시픽 리솜 요트투어 샹그릴라,중문 앞 제주바다에서 즐기는 호화로운 요트 투어,연중무휴 / 예약필수 / 이용시간 퍼시픽 리솜 홈페이지 참고,"평일 : 09:00 ~ 18:30 , 주말 : 09:00 ~ 18:30",유료,실외,,,,중,"공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
125,약천사,해안을 내려다볼 수 있는 동양 최대의 법당을 자랑하는 절,,,,,,,,,"공용주차장,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
126,어승생,죽기 전에 꼭 가봐야 할 국내 최고의 여행지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,엉또폭포,비가 가득 쏟아지면 위용스러운 자태를 드러내는 서귀포 70경 중 하나인 엉또 폭포,,,,,,,,,"공용주차장,화장실,음료대,유도 및 안내시설",,,,,,,,,,,,,,,,,,,,,,,,,,
128,원앙폭포,금슬 좋은 원앙 한 쌍이 살았다고 전해져오는 곳,,,,,,,,,공용주차장,,,,,,,,,,,,,,,,,,,,,,,,,,
129,이중섭거주지,서귀포에서 피난생활을 하며 그림에 대한 열정을 불태웠던 천재화가 이중섭 거주지,,,,,,,,,"공용주차장,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
130,해녀박물관,바당의 어멍 제주해녀의 삶을 느낄 수 있는 곳,"매주 월요일 휴관 / 신정,구정,추석 당일만 휴관 / 문화관광해설사 해설시간 오전 10:00 ~ 12:00, 오후 13:00 ~ 17:00","평일 : 09:00 ~ 17:00 , 주말 : 09:00 ~ 17:00","유료,장애인 무료",실내,공연/전시,,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터",UNESCOR 인류무형문화유산,,,,,,,,,,,,,,,,,,,,,,,,,
131,모슬포항,서귀포시 대정읍 하모리에 위치한 항,,,,,,,,,공용주차장,,,,,,,,,,,,,,,,,,,,,,,,,,
132,산방산 용머리해안 지질트레일,80만년 지구의 시간과 함께 용머리해안과 산방산을 품은 길,,,,,,,,,"공용주차장,화장실,편의점,유도 및 안내시설","UNESCO 세계지질공원,지오브랜드",,,,,,,,,,,,,,,,,,,,,,,,,
133,성널오름(성판악),널판지로 성을 쌓은것 처럼 보이는 바위 절벽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,신양섭지해수욕장,"섭지코지 가는 길, 멋진 풍경과 아늑한 바다에 빠지다",,,,,,,,,"공용주차장,화장실,편의점,음료대,유도 및 안내시설",,,,,,,,,,,,,,,,,,,,,,,,,,
135,알뜨르비행장,아름답고 드넓은 벌판에서 일어났던 숨은 역사의 현장을 배우고 느껴보자,,,,,,,,,유도 및 안내시설,,,,,,,,,,,,,,,,,,,,,,,,,,
136,제주레포츠랜드,"일반 카트장의 3배 크기, 국제경기유치가 가능한 국내최대규모카트장",계절과 기상에 따라 다르므로 064-784-8800으로 문의해주시기 바랍니다.,"평일 : 09:00 ~ 17:30 , 주말 : 09:00 ~ 17:30",,,,,,,"공용주차장,현금결제,카드결제,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
137,대평포구,"용왕신이 살았다던 바닷마을, 절벽의 웅장함을 지닌 대평포구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,생각하는정원,국가지정 민간정원으로 대한민국 대표정원,연중무휴/11월~3월 08:30~17:00/4월~10월 08:30~18:00/일몰 전까지 관람가능,"평일 : 08:30 ~ 19:00 , 주말 : 08:30 ~ 19:00","유료,장애인 할인 입장료 10.000원",실외,포토스팟,,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",우수관광사업체,,,,,,,,,,,,,,,,,,,,,,,,,
139,제주항공우주박물관,제주항공우주박물관은 항공 기술과 우주를 꿈꾸는 사람들에게 무한한 상상력을 심어준다. 하늘을 날고자 했던 라이트 형제의 수많은 도전과 미래 행성을 세우는 일까지 마음껏 상상의 나래를 펼칠 수 있다.,"오전9시~오후6시 (입장마감 오후5시) / 휴관일 : 매월 세번째 월요일 (단, 해당 월요일이 공휴일인 경우 공휴일 다음의 첫 번째 평일)","평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","유료,장애인입장료 :ㅣ 1-3급(동반1인포함) 무료 / 5-7급 6-8천원",실내+실외,공연/전시,,1~2시간,,,,,,,,,,,,,,,,,,,,,,,,,,,,
